experiment,epoch,learning_rate,train_total,train_classification,train_quality,train_box,train_positive_count,train_gradient_norm,valid_total,valid_classification,valid_quality,valid_box,valid_positive_count,metric_ap50,metric_ap75,metric_map50_95,metric_precision,metric_recall,metric_f1,metric_best_f1,metric_best_f1_threshold,metric_detection_accuracy,metric_tp,metric_fp,metric_fn,metric_mean_tp_iou,metric_average_detections_per_image,metric_no_detection_image_rate,metric_zero_recall_image_rate,metric_score_threshold,metric_tiny_lt16_gt,metric_tiny_lt16_matched,metric_tiny_lt16_recall,metric_small_16_32_gt,metric_small_16_32_matched,metric_small_16_32_recall,metric_medium_32_96_gt,metric_medium_32_96_matched,metric_medium_32_96_recall,metric_large_ge96_gt,metric_large_ge96_matched,metric_large_ge96_recall,train_images_per_second,peak_vram_gib,amp_scale,seconds,warning_count
school1_low_lr_100e,93,6.02080951531317e-06,1.3040505539674263,0.20385085422207,0.631598548107333,0.2343005758794871,459.1045454545455,inf,1.669120481858651,0.3375260323906938,0.6485829840724667,0.3415057302142183,522.859375,0.4899241030216217,0.1656694859266281,0.2166908397572115,0.7346471127406049,0.3876975169300226,0.5075461741424803,0.5422117710113525,0.19482421875,0.3400749593380949,4809,1737,7595,0.7571026086807251,4.275636838667538,0.093403004572175,0.1874591770084911,0.25,2180,85,0.0389908256880734,3009,942,0.3130608175473579,5721,2813,0.4916972557245236,1494,969,0.6485943775100401,36.893124641941725,0.407630443572998,65536.0,587.0552064001095,2
home_baseline_100e,1,0.0009997532801828,2.310476127692631,0.4893391771556495,0.7692993375775102,0.5259188071473853,458.9759740259741,3.8686785328310807,2.1628574834515653,0.5662190248258412,0.6724132237335047,0.4621126224907736,522.859375,0.1195559576153755,0.0056850197724998,0.0317928903464348,0.1957186544342507,0.1754272815220896,0.1850182807584389,0.1876035034656524,0.239013671875,0.1019394734376464,2176,8942,10228,0.6458568572998047,7.261920313520575,0.3004572175048987,0.7256694970607446,0.25,2180,8,0.0036697247706422,3009,806,0.2678630774343635,5721,1258,0.2198916273378779,1494,104,0.0696117804551539,31.73943127264067,0.406735897064209,1024.0,665.170301400125,0
home_baseline_100e,2,0.0009990133642141,1.9398047007523571,0.3976356814337241,0.6688668861404642,0.4366510661391469,459.12142857142857,1.6288214716818423,1.9687234486142795,0.449871248876055,0.6639412262787422,0.4274554893684884,522.859375,0.222847506403923,0.0208511520177125,0.0697221995029394,0.3558274775866246,0.2367784585617542,0.2843450479233227,0.291414350271225,0.2266845703125,0.1657355679702048,2937,5317,9467,0.6725054979324341,5.391247550620509,0.2364467668190725,0.5519268451992162,0.25,2180,33,0.015137614678899,3009,940,0.3123961448986374,5721,1781,0.3113092116762804,1494,183,0.1224899598393574,28.722849410152456,0.4248404502868652,1024.0,697.6628279001452,0
home_baseline_100e,3,0.0009977809823015,1.8373323097631529,0.3659033425829627,0.662499883809647,0.4044645414530456,459.1077922077922,1.4563345314620375,1.856797344982624,0.3999329293922831,0.6585855024556319,0.3991394552091757,522.859375,0.283185601234436,0.0548131875693798,0.1042558665809338,0.4804651162790698,0.2498387616897774,0.3287366076164209,0.3539763689041137,0.2115478515625,0.1966994604887337,3099,3351,9305,0.7018133997917175,4.212932723709994,0.3657740039190071,0.5388634879163945,0.25,2180,70,0.0321100917431192,3009,994,0.330342306414091,5721,1691,0.2955776962069568,1494,344,0.2302543507362784,31.77389801852788,0.4077425003051758,2048.0,648.2859056999441,0
home_baseline_100e,4,0.0009960573506572,1.77226375194339,0.3454635853600966,0.6586003542333454,0.384099907282885,459.0396103896104,1.3784188104527335,1.8162279091775415,0.4055232826309899,0.6546416000152627,0.3780315114806096,522.859375,0.3493134975433349,0.0764382109045982,0.1325977554661221,0.4217052937655007,0.3975330538535956,0.409262563804623,0.4123007953166961,0.264892578125,0.2572785140352708,4931,6762,7473,0.7040910720825195,7.637491835401698,0.1038536903984324,0.2873938602220771,0.25,2180,103,0.0472477064220183,3009,1300,0.4320372216683283,5721,2812,0.4915224611081978,1494,716,0.4792503346720214,32.56454038591007,0.4073638916015625,2048.0,628.2076465999708,0
home_baseline_100e,5,0.0009938441702975,1.7236391202195898,0.3307528968852061,0.655938605867423,0.3684738086609097,459.0123376623376,1.3349559775033557,1.7546059247106314,0.3536928191315382,0.6529212690268954,0.3739959172283609,522.859375,0.3898914754390716,0.09189023822546,0.1536327724301372,0.7062952401842509,0.2595936794582393,0.3796498260920828,0.447801798582077,0.2039794921875,0.2343010987411773,3220,1339,9184,0.7287499904632568,2.977792292619203,0.3017635532331809,0.4376224689745264,0.25,2180,43,0.0197247706422018,3009,776,0.257892987703556,5721,1956,0.3418982695332984,1494,445,0.2978580990629183,32.613245756686005,0.4248404502868652,2048.0,630.9697787999175,0
home_baseline_100e,6,0.0009911436253643,1.6828745931773992,0.3182991984022128,0.6534845794950213,0.3555454079013366,459.087012987013,1.2767239815228946,1.7332885911067326,0.364512988133356,0.651452706505855,0.3586614473412434,522.859375,0.4114467799663543,0.1166369467973709,0.1715550844790414,0.5686182669789227,0.3914866172202515,0.4637127578304049,0.4637860953807831,0.2498779296875,0.3018398806563898,4856,3684,7548,0.7276211977005005,5.57805355976486,0.0738079686479425,0.2233834095362508,0.25,2180,66,0.0302752293577981,3009,1126,0.3742107012296444,5721,2798,0.4890753364796364,1494,866,0.5796519410977242,32.212792438619154,0.4074292182922363,4096.0,655.3069651999976,0
home_baseline_100e,7,0.0009879583809693,1.6524500747005662,0.309789866441256,0.6516215986632682,0.3455193047109362,459.038961038961,1.2475218336303513,1.7015870350102584,0.3433446225244552,0.6510791418453058,0.3535816314009328,522.859375,0.4444955885410309,0.1268845647573471,0.1859423605259507,0.6350327468858353,0.3986617220251531,0.489822198009014,0.4941624999046325,0.2340087890625,0.3243473698019152,4945,2842,7459,0.73100346326828,5.086218158066624,0.0672762900065316,0.1966035271064663,0.25,2180,83,0.0380733944954128,3009,1113,0.3698903290129611,5721,2717,0.4749169725572452,1494,1032,0.6907630522088354,30.94964489084161,0.4075746536254883,4096.0,674.0965032000095,0
home_baseline_100e,8,0.0009842915805643,1.6289611622884677,0.3031420627487944,0.6501240026641202,0.3378475476104717,459.0506493506493,1.2363164005341467,1.7045429429660242,0.3541880705549071,0.6496339794248343,0.3503604501796265,522.859375,0.4306773543357849,0.120349034667015,0.1781156150391325,0.573154511194857,0.4168816510802967,0.4826845888173248,0.483065128326416,0.25048828125,0.3181175023069825,5171,3851,7233,0.7281887531280518,5.892880470280862,0.031352057478772,0.1515349444807315,0.25,2180,70,0.0321100917431192,3009,1058,0.3516118311731472,5721,2954,0.5163432966264639,1494,1089,0.7289156626506024,30.909027453697224,0.4248404502868652,8192.0,663.8645212999545,0
home_baseline_100e,9,0.0009801468428384,1.6074426327432905,0.2957089575757454,0.6489527667884702,0.3313904550071661,459.0831168831169,1.2005010454298617,1.7005584184080362,0.3517793715000152,0.6506288240974148,0.349075109930709,522.859375,0.4560582041740417,0.1239377558231353,0.19037277828902,0.6182669789227166,0.4256691389874234,0.5042016806722689,0.5059300065040588,0.242919921875,0.3370786516853932,5280,3260,7124,0.7284820675849915,5.57805355976486,0.0489875898105813,0.170476812540823,0.25,2180,140,0.0642201834862385,3009,1217,0.4044533067464274,5721,2844,0.497115888830624,1494,1079,0.7222222222222222,30.040734309297637,0.4078617095947265,8192.0,679.0863099000417,0
home_baseline_100e,10,0.0009755282581475,1.5897032168778509,0.2902164322989327,0.6479329466045677,0.3257769186485123,458.9902597402597,1.1796590285254764,1.6551431256035964,0.3246478259873886,0.6468943099801739,0.3418004973791539,522.859375,0.4624384641647339,0.1423433423042297,0.1980893426516559,0.6704774714189644,0.4018864882296034,0.5025454912041937,0.5122759938240051,0.2166748046875,0.3355998384273596,4985,2450,7419,0.7416581511497498,4.856303069888962,0.0796864794252122,0.1881123448726322,0.25,2180,110,0.0504587155963302,3009,1013,0.3366566965769358,5721,2805,0.4902988987939171,1494,1057,0.7074966532797858,31.68777305728675,0.4248404502868652,8192.0,663.2322106999345,0
home_baseline_100e,11,0.0009704403844771,1.571906632494617,0.2861133883041994,0.6466664668801543,0.319563388834139,459.0694805194805,1.1527628085829995,1.6366947715481122,0.3183284588934232,0.6463099432488283,0.3360281855954478,522.859375,0.4763486385345459,0.1598811447620391,0.2107202996936394,0.73330122029544,0.368187681393099,0.4902318591670245,0.5203176736831665,0.2071533203125,0.3247067188055457,4567,1661,7837,0.7555899024009705,4.067929457870672,0.0953625081645983,0.2044415414761593,0.25,2180,81,0.0371559633027522,3009,985,0.3273512794948487,5721,2488,0.4348890054186331,1494,1013,0.678045515394913,32.334263748409775,0.4078254699707031,16384.0,656.6347947001923,0
home_baseline_100e,12,0.0009648882429441,1.5598154797182455,0.2827682320947771,0.6458416995290038,0.3156027749858119,459.0103896103896,1.1408365363424475,1.648424797380964,0.32359753921628,0.6472653749709328,0.3387809392685691,522.859375,0.481307715177536,0.1525095999240875,0.2094363771466305,0.6597291875626881,0.4242179941954208,0.5163886162904808,0.5246227383613586,0.225341796875,0.3480619129514486,5262,2714,7142,0.7447388768196106,5.209666884389288,0.0718484650555192,0.1770084911822338,0.25,2180,146,0.0669724770642201,3009,1143,0.3798604187437687,5721,2868,0.5013109596224437,1494,1105,0.7396251673360107,32.309777169544134,0.407599925994873,16384.0,656.025720700156,0
home_baseline_100e,13,0.0009588773128419,1.5444248679396395,0.2782506281389044,0.6448679252878412,0.3106531578999061,459.0974025974026,1.1254140478449983,1.627187370012204,0.3134184742035965,0.6459096421798071,0.3339296251845856,522.859375,0.4937801957130432,0.1625369638204574,0.2175504523562267,0.7478206724782067,0.3872944211544663,0.5103038028468239,0.5370463132858276,0.2044677734375,0.3425556189389618,4804,1620,7600,0.7515131831169128,4.1959503592423255,0.1058131939908556,0.2090137165251469,0.25,2180,160,0.073394495412844,3009,1131,0.3758723828514456,5721,2508,0.4383848977451494,1494,1005,0.6726907630522089,32.648788024828725,0.4248404502868652,32768.0,636.1980012999848,0
home_baseline_100e,14,0.000952413526233,1.5334212973520354,0.2736856946600722,0.6446140989080652,0.307560752264478,459.0253246753247,1.109008523241266,1.640397577236096,0.3232200177541623,0.6460406494637331,0.3355684520987173,522.859375,0.4964395761489868,0.1493536084890365,0.2131774991568818,0.6759797255532204,0.4408255401483392,0.5336456350949105,0.5426645874977112,0.228515625,0.3639267886855241,5468,2621,6936,0.7396001815795898,5.28347485303723,0.0522534291312867,0.1541476159372959,0.25,2180,159,0.0729357798165137,3009,1256,0.4174144233964772,5721,2942,0.5142457612305541,1494,1111,0.7436412315930389,34.566997464275005,0.4075574874877929,32768.0,621.7111845999025,0
home_baseline_100e,15,0.0009455032620941,1.523446281312348,0.2708511172854281,0.6439318714203772,0.3043316468112654,459.0902597402597,1.091297875325401,1.6334556955844164,0.3224665427890916,0.6447916471709808,0.3330987525017311,522.859375,0.4685807228088379,0.1502592861652374,0.2045117095636669,0.6619699587930347,0.401483392454047,0.4998243589100216,0.5168489217758179,0.214111328125,0.3331772261992373,4980,2543,7424,0.7483232617378235,4.9137818419333765,0.047028086218158,0.1482691051600261,0.25,2180,120,0.055045871559633,3009,869,0.2888002658690595,5721,2814,0.4918720503408495,1494,1177,0.7878179384203481,34.216028858390644,0.4248404502868652,32768.0,608.8888671000022,0
home_baseline_100e,16,0.0009381533400219,1.5106024197169712,0.2667628534912289,0.6431116653340203,0.3003639511280245,459.087012987013,1.0780066112032185,1.6313998016218343,0.314589661390831,0.6453477165972193,0.3357312108079592,522.859375,0.4979757666587829,0.1633090525865554,0.2197771570819895,0.7054869684499314,0.4146243147371815,0.5222910531126231,0.5351833701133728,0.2265625,0.3534464985224383,5143,2147,7261,0.7477743625640869,4.761593729588505,0.0666231221423905,0.1724363161332462,0.25,2180,169,0.0775229357798165,3009,1157,0.3845131272848122,5721,2757,0.4819087572102779,1494,1060,0.7095046854082999,34.49204351301,0.4073696136474609,65536.0,625.5532865000423,0
home_baseline_100e,17,0.0009303710135019,1.5038547439234595,0.2653229418996866,0.6426860358420905,0.2979228828247491,459.0441558441559,1.075081788525953,1.6286475080996752,0.3178998284662763,0.6447290976842245,0.3330092920611302,522.859375,0.5146734714508057,0.1577460467815399,0.2234462270906078,0.6702091189578334,0.4728313447275072,0.5544788466083669,0.5575327277183533,0.24267578125,0.3835840418574232,5865,2886,6539,0.7397838234901428,5.715871979098629,0.0437622468974526,0.1371652514696276,0.25,2180,200,0.091743119266055,3009,1402,0.4659355267530741,5721,3114,0.5443104352385947,1494,1149,0.7690763052208835,34.207173979731145,0.4258508682250976,65536.0,630.958918399876,0
home_baseline_100e,18,0.000922163962751,1.4930015101061238,0.2611176721896831,0.6422993749767155,0.2947922314335773,459.0785714285714,1.0525413422034933,1.6193786934018135,0.3094903374246011,0.6472572165851792,0.3313155677945663,522.859375,0.4913024008274078,0.1600599884986877,0.2153950794760021,0.7812095431847605,0.3405353111899387,0.4743136264106451,0.5339406728744507,0.185302734375,0.3108854051667035,4224,1183,8180,0.7567724585533142,3.5316786414108425,0.1208360548661005,0.217504898758981,0.25,2180,142,0.065137614678899,3009,866,0.2878032568959787,5721,2206,0.3855969236147527,1494,1010,0.6760374832663989,34.37314786404997,0.4248404502868652,65536.0,626.2987399999984,0
home_baseline_100e,19,0.0009135402871372,1.487460474147425,0.2605812244601064,0.641774484863529,0.2925523821990211,459.1051948051948,inf,1.6293030201147,0.315081693076839,0.6440541331345836,0.335083592760687,522.859375,0.4777829647064209,0.1487816870212555,0.2059214983222773,0.7477781727692855,0.3391647855530474,0.4666666666666667,0.5264859199523926,0.183837890625,0.3043478260869565,4207,1419,8197,0.7552940845489502,3.67472240365774,0.1025473546701502,0.1979098628347485,0.25,2180,119,0.0545871559633027,3009,802,0.2665337321369225,5721,2181,0.3812270582066072,1494,1105,0.7396251673360107,34.54294958807443,0.406959056854248,65536.0,612.7302983000409,2
home_baseline_100e,20,0.0009045084971874,1.4770641532037163,0.2574327653443271,0.6411830527441842,0.2892241680873679,459.1357142857143,1.0276941585850403,1.6260638522605102,0.3085815110243857,0.6443272096415361,0.3365775661853452,522.859375,0.494816780090332,0.1429771780967712,0.2101291909028077,0.7244264896840282,0.4047887778136085,0.5193690199120765,0.5409850478172302,0.21044921875,0.3507754645801313,5021,1910,7383,0.7417201995849609,4.527106466361855,0.0718484650555192,0.1508817766165904,0.25,2180,133,0.0610091743119266,3009,1065,0.353938185443669,5721,2692,0.4705471071490998,1494,1131,0.7570281124497992,34.18630413113123,0.4071612358093261,65536.0,613.4856730999891,0
home_baseline_100e,21,0.0008950775061878,1.468630218970311,0.255349874878665,0.6405602793801914,0.2863600320823781,459.0694805194805,inf,1.6013316363096235,0.3099989424614857,0.6427215713386735,0.3243055601293842,522.859375,0.4969063103199005,0.1759184598922729,0.2243888387631159,0.7438731379144642,0.3743953563366656,0.4980962085053895,0.5415298342704773,0.1893310546875,0.3316432193101478,4644,1599,7760,0.7618449330329895,4.077726975832789,0.0816459830176355,0.1678641410842586,0.25,2180,127,0.0582568807339449,3009,819,0.2721834496510468,5721,2559,0.4472994231777661,1494,1139,0.7623828647925034,34.59516460704102,0.4067168235778808,65536.0,621.5447345001157,2
home_baseline_100e,22,0.0008852566213878,1.4607477417239896,0.2519209854691833,0.6403865904777081,0.2842200828063023,459.0103896103896,1.022143932383556,1.6107297589381535,0.3109561863044898,0.6431959914043546,0.3282887894505014,522.859375,0.488682359457016,0.1589491367340088,0.216122282797005,0.7322311495673671,0.3820541760722347,0.5021190930281838,0.5310936570167542,0.2060546875,0.335219636415081,4739,1733,7665,0.7530953288078308,4.2273024167210975,0.0672762900065316,0.1678641410842586,0.25,2180,181,0.0830275229357798,3009,967,0.3213692256563642,5721,2468,0.4313931130921167,1494,1123,0.7516733601070951,34.87241061013271,0.4067220687866211,65536.0,593.0374652999453,0
home_baseline_100e,23,0.0008750555348152,1.4569055101314148,0.2517610638898301,0.6399164801681196,0.2826139819602687,459.0694805194805,1.0236785325911135,1.6113629123816888,0.3105076186669369,0.6436003328611454,0.3286274800387521,522.859375,0.4941405951976776,0.1729278564453125,0.2227774408005643,0.7658272123119972,0.3530312802321831,0.4832799911709524,0.5430995225906372,0.1868896484375,0.3186349414247253,4379,1339,8025,0.763833224773407,3.73481384715872,0.1045068582625734,0.1835401698236446,0.25,2180,118,0.0541284403669724,3009,836,0.2778331671651711,5721,2334,0.4079706345044572,1494,1091,0.7302543507362784,38.498179939343984,0.406735897064209,65536.0,549.8460175001528,0
home_baseline_100e,24,0.0008644843137107,1.4437938658448008,0.2470952661490285,0.6392144111456809,0.2787420941637708,459.0642857142857,inf,1.60638325723509,0.3096027815869699,0.6432064793383082,0.3267869983489315,522.859375,0.4944303035736084,0.1721474677324295,0.2232620389899239,0.741423125794155,0.3763302160593357,0.4992513368983957,0.5423951148986816,0.188232421875,0.3326681870011402,4668,1628,7736,0.7604302763938904,4.112344872632266,0.0764206401045068,0.1750489875898105,0.25,2180,126,0.0577981651376146,3009,953,0.3167165171153207,5721,2443,0.4270232476839713,1494,1146,0.7670682730923695,38.247779514194974,0.407379150390625,65536.0,555.8705166999716,2
home_baseline_100e,25,0.0008535533905932,1.4428177698092026,0.2473210796520307,0.6390434511296161,0.278226619281552,459.0551948051948,1.0008369461282507,1.6010622419416904,0.3055357925283412,0.6427869939555725,0.3263697260990739,522.859375,0.502921998500824,0.1656150072813034,0.2241599017346743,0.7525083612040134,0.3809255079006772,0.5058074185088048,0.5511245727539062,0.1939697265625,0.3385155466399198,4725,1554,7679,0.7587926387786865,4.101241018941868,0.0790333115610712,0.1757021554539516,0.25,2180,131,0.060091743119266,3009,1034,0.3436357593885011,5721,2436,0.4257996853696906,1494,1124,0.7523427041499331,38.42749329680692,0.4078068733215332,65536.0,552.6673470998649,0
home_baseline_100e,26,0.0008422735529643,1.43574361940483,0.2451038164897011,0.6386631134655568,0.2759883441321261,458.9538961038961,1.0041317936855476,1.609637128810088,0.3151256279864659,0.6427051102121671,0.3259031979056696,522.859375,0.4785986840724945,0.1670640856027603,0.2168826749315485,0.7038793103448275,0.3949532408900355,0.5059904978310267,0.5392503142356873,0.2080078125,0.3386795713791911,4899,2061,7505,0.7605399489402771,4.546048334421946,0.0594382756368386,0.1613324624428478,0.25,2180,142,0.065137614678899,3009,1006,0.334330342306414,5721,2606,0.4555147701450795,1494,1145,0.7663989290495314,38.44140925327312,0.4077491760253906,65536.0,555.9391348999925,0
home_baseline_100e,27,0.0008306559326618,1.430279496273437,0.243132192926941,0.6382893509291984,0.2744289765594067,458.9759740259741,inf,1.5999586501469214,0.3083951654067884,0.6425855920339624,0.3244889467023313,522.859375,0.4974799156188965,0.1732039749622345,0.2262411633506417,0.7246248896734334,0.3971299580780393,0.5130715550463494,0.5529218912124634,0.1998291015625,0.3450546371532642,4926,1872,7478,0.7611519694328308,4.440235140431091,0.0666231221423905,0.1639451338994121,0.25,2180,112,0.0513761467889908,3009,1013,0.3366566965769358,5721,2649,0.4630309386470896,1494,1152,0.7710843373493976,38.61794934111506,0.4065189361572265,65536.0,557.0758038000204,2
home_baseline_100e,28,0.0008187119948743,1.4251546334910703,0.2419640674122742,0.6380338196243559,0.2725783729030714,459.0402597402597,1.0087915406405152,1.591347868243853,0.313019251373286,0.6417057507981857,0.3183114333854367,522.859375,0.4906701445579529,0.1793044060468673,0.2252543068025261,0.7054131054131054,0.399226056110932,0.5098846787479407,0.5398363471031189,0.206298828125,0.3421779988944168,4952,2068,7452,0.764561653137207,4.585238406270412,0.047028086218158,0.1384715871979098,0.25,2180,119,0.0545871559633027,3009,921,0.3060817547357926,5721,2733,0.4777136864184583,1494,1179,0.7891566265060241,38.30708320247364,0.4248404502868652,65536.0,554.2686616999563,0
home_baseline_100e,29,0.0008064535268264,1.4177561378324186,0.2397381636955134,0.6375854909807056,0.2702162423787953,459.0954545454546,inf,1.6283720415085554,0.3204121362262715,0.6434752770389119,0.3322423147037625,522.859375,0.4675520956516266,0.1542757451534271,0.2050601166207343,0.749414976599064,0.3098194130925508,0.4383983572895277,0.525292158126831,0.1756591796875,0.2807363576594346,3843,1285,8561,0.763413667678833,3.34944480731548,0.0999346832135859,0.2070542129327237,0.25,2180,85,0.0389908256880734,3009,657,0.2183449651046859,5721,2018,0.352735535745499,1494,1083,0.7248995983935743,38.371209757829895,0.4069323539733886,65536.0,552.8634526000824,2
home_baseline_100e,30,0.0007938926261462,1.4141784661001973,0.2382242290037018,0.6375029913403771,0.269225622374903,459.07142857142856,0.9877189758536103,1.596378882105152,0.3126942435434709,0.6416816115379333,0.3210015109119316,522.859375,0.5040624141693115,0.1821963191032409,0.2312879865959985,0.6961577350859454,0.4440503063527894,0.5422327229769639,0.5548799633979797,0.2178955078125,0.3719611021069692,5508,2404,6896,0.76078861951828,5.167864141084259,0.0581319399085565,0.1508817766165904,0.25,2180,170,0.0779816513761468,3009,1271,0.422399468261881,5721,2864,0.5006117811571403,1494,1203,0.8052208835341366,38.622014624874126,0.4069375991821289,65536.0,555.0632875999436,0
home_baseline_100e,31,0.000781041688926,1.4105446835616966,0.2381549224257469,0.6371463080505272,0.267621727626432,458.8415584415585,0.995184146041994,1.5979704434672992,0.3142280506435781,0.6422284757718444,0.3207569575558106,522.859375,0.4837597906589508,0.1672551035881042,0.2197546938434243,0.768371904181892,0.305143502096098,0.4368147720715521,0.5350021719932556,0.1707763671875,0.2794389073458841,3785,1141,8619,0.7726543545722961,3.217504898758981,0.1051600261267145,0.2057478772044415,0.25,2180,68,0.0311926605504587,3009,583,0.1937520771020272,5721,2040,0.356581017304667,1494,1094,0.7322623828647925,38.55948777134894,0.4258508682250976,65536.0,551.8062636000104,0
home_baseline_100e,32,0.0007679133974894,1.4044794742163125,0.2354446071647591,0.6367880039787912,0.2661234313888209,459.07207792207794,inf,1.60456468227009,0.3134098957137515,0.6432452999676267,0.3239547423242281,522.859375,0.4835149049758911,0.1674944758415222,0.2188748850021511,0.7374459594280013,0.3575459529184134,0.4815940927353675,0.5451808571815491,0.1824951171875,0.3171708503182436,4435,1579,7969,0.7670542597770691,3.928151534944481,0.069888961463096,0.1750489875898105,0.25,2180,109,0.05,3009,843,0.2801595214356929,5721,2338,0.4086698129697605,1494,1145,0.7663989290495314,38.10053468236425,0.4248404502868652,65536.0,561.0014324998483,2
home_baseline_100e,33,0.0007545207078751,1.399045619484666,0.2341432011988642,0.636583996709291,0.2641592110712807,459.1149350649351,0.9796844361857936,1.5954014187057812,0.3142907430883497,0.6420628661289811,0.3195239050934712,522.859375,0.4872362017631531,0.17581607401371,0.2231503254268318,0.7139401270033263,0.3806836504353434,0.4965821852981385,0.5435953736305237,0.1871337890625,0.3303021824286514,4722,1892,7682,0.7675162553787231,4.320052253429132,0.062704114957544,0.1515349444807315,0.25,2180,96,0.0440366972477064,3009,862,0.2864739115985377,5721,2603,0.454990386296102,1494,1161,0.7771084337349398,38.70376530476032,0.4067058563232422,65536.0,556.2305197000969,0
home_baseline_100e,34,0.0007408768370508,1.393142626115254,0.2328853739062687,0.6360754886617909,0.2620908820783937,459.1077922077922,0.9814779390375336,1.5961388926953075,0.3123946660198271,0.641931550266842,0.3209063402997951,522.859375,0.4831910133361816,0.1766660511493683,0.2225407015677774,0.7322742474916388,0.3530312802321831,0.4763925152306353,0.5392623543739319,0.1812744140625,0.3126740449839343,4379,1601,8025,0.770575225353241,3.905943827563684,0.0685826257348138,0.1619856303069889,0.25,2180,67,0.0307339449541284,3009,709,0.235626453971419,5721,2466,0.4310435238594651,1494,1137,0.7610441767068273,38.727745826642106,0.4248404502868652,65536.0,551.8769571001176,0
home_baseline_100e,35,0.0007269952498697,1.3897402006310302,0.2316761380037317,0.6357825490561398,0.2611407571895556,459.06233766233765,inf,1.605621223648389,0.3154146015488853,0.6427774031956991,0.3237146074728419,522.859375,0.4890923798084259,0.1675949841737747,0.2194466295637539,0.7121300058038306,0.3956788132860367,0.5087064676616916,0.5438436269760132,0.1973876953125,0.3411175979983319,4908,1984,7496,0.7606647610664368,4.501632919660353,0.0659699542782495,0.1521881123448726,0.25,2180,137,0.0628440366972477,3009,921,0.3060817547357926,5721,2687,0.4696731340674707,1494,1163,0.7784471218206158,38.84215320232898,0.4069209098815918,65536.0,552.9034922998399,2
home_baseline_100e,36,0.0007128896457825,1.3845984106714075,0.2298309660480394,0.6356987559563154,0.2595343435642781,459.0538961038961,0.9783489335086438,1.603201923891902,0.3129058675840497,0.642134182776014,0.3240809347480535,522.859375,0.4999411702156067,0.1793212294578552,0.2266086235817056,0.7308488612836439,0.3984198645598194,0.5157048940832725,0.5537182688713074,0.1971435546875,0.3474409448818897,4942,1820,7462,0.7650435566902161,4.416721097322012,0.0607446113651208,0.1489222730241672,0.25,2180,123,0.0564220183486238,3009,967,0.3213692256563642,5721,2685,0.4693235448348191,1494,1167,0.7811244979919679,38.76827200539777,0.4078154563903808,65536.0,561.4572358999867,0
home_baseline_100e,37,0.0006985739453173,1.381510638106953,0.2289265846761016,0.635433805104974,0.2585751244290308,459.1051948051948,inf,1.5883024012049038,0.3082150620563577,0.6423544837161899,0.3188664274445424,522.859375,0.5147508382797241,0.1921456605195999,0.2392924445623066,0.750218467812409,0.4152692679780715,0.5346133886870783,0.5636627674102783,0.207275390625,0.3648275373610029,5151,1715,7253,0.7694990038871765,4.484650555192685,0.0666231221423905,0.1534944480731548,0.25,2180,146,0.0669724770642201,3009,1016,0.3376537055500166,5721,2857,0.4993882188428596,1494,1132,0.7576974564926372,38.5801709820159,0.4069423675537109,65536.0,556.0178833999671,2
home_baseline_100e,38,0.0006840622763423,1.3750308169947043,0.2266314408657225,0.6351198056301514,0.2566397854356796,459.1,0.9767533183678404,1.5976923958708842,0.3142161714689185,0.6421173484995961,0.3206794385332614,522.859375,0.4783704280853271,0.171122595667839,0.2179514791539986,0.735628167045256,0.3394066430183812,0.4645004689137751,0.5342350006103516,0.189208984375,0.3025077243658834,4210,1513,8194,0.7709904909133911,3.738079686479425,0.0783801436969301,0.1730894839973873,0.25,2180,111,0.0509174311926605,3009,617,0.2050515121302758,5721,2337,0.4084950183534347,1494,1145,0.7663989290495314,38.09575034927412,0.4065084457397461,65536.0,558.2617117001209,0
home_baseline_100e,39,0.0006693689601226,1.373501678333654,0.226083877464974,0.6350382067166366,0.2561897971316591,458.9993506493507,0.9744398629123514,1.6105462505171697,0.3191363649287571,0.6429120336348811,0.3242489255499095,522.859375,0.4792309105396271,0.1714092791080474,0.2167604404021403,0.7289688489088789,0.3527894227668494,0.4754712880969196,0.539003312587738,0.1846923828125,0.3118808352932791,4376,1627,8028,0.7704361081123352,3.920966688438929,0.0783801436969301,0.1691704768125408,0.25,2180,103,0.0472477064220183,3009,753,0.2502492522432702,5721,2372,0.4146128299248383,1494,1148,0.7684069611780455,37.99049159658202,0.4248404502868652,65536.0,565.198845300125,0
home_baseline_100e,40,0.0006545084971874,1.3676360479422978,0.2247314152585995,0.6346658594809569,0.2541193872883722,459.0298701298701,inf,1.5998570701728263,0.3157288644773264,0.6424052097524205,0.3208614971954375,522.859375,0.489037811756134,0.1745618432760238,0.2227915768569801,0.7114788004136504,0.3882618510158013,0.502373128879153,0.5424181222915649,0.193603515625,0.3354461238420282,4816,1953,7588,0.7651099562644958,4.421293272370999,0.0613977792292619,0.1482691051600261,0.25,2180,137,0.0628440366972477,3009,866,0.2878032568959787,5721,2630,0.4597098409368991,1494,1183,0.7918340026773761,38.08835264099193,0.4074225425720215,65536.0,557.1800577999093,2
