frame,label,model,input_w,input_h,detections,max_score,pre_ms,infer_ms,post_ms,total_ms,fps_equiv
16,,results20_fp32_320,320,240,2,0.38284099102020264,1.034800079651177,4.702699952758849,0.3060000017285347,6.04350003413856,165.46702975944302
16,,results20_int8_percentile_320,320,240,2,0.3721981942653656,0.4059000639244914,9.11189999897033,0.19809999503195286,9.715900057926774,102.9240722977738
16,,results27_fp32_640,640,480,2,0.289157509803772,4.7073999885469675,16.956500010564923,0.24700001813471317,21.910900017246604,45.63938492772436
16,,results27_mixed_q3q4_640,640,480,2,0.3108868896961212,4.571700002998114,23.755800095386803,0.26869995053857565,28.596200048923492,34.969681226497265
17,,results20_fp32_320,320,240,2,0.375371515750885,0.6680000806227326,5.317599978297949,0.1919999485835433,6.177600007504225,161.87516167852442
17,,results20_int8_percentile_320,320,240,3,0.37841546535491943,0.466700061224401,9.857299970462918,0.20370003767311573,10.527700069360435,94.98750851673444
17,,results27_fp32_640,640,480,2,0.30607712268829346,4.544599913060665,18.69930000975728,0.27930003125220537,23.52319995407015,42.51122304586681
17,,results27_mixed_q3q4_640,640,480,2,0.29983142018318176,4.704800085164607,24.036399903707206,0.26510003954172134,29.006300028413534,34.47526913189327
18,,results20_fp32_320,320,240,2,0.43947505950927734,1.046599936671555,6.691400078125298,0.23290002718567848,7.9709000419825315,125.45634680312449
18,,results20_int8_percentile_320,320,240,5,0.40181446075439453,0.5857000360265374,11.379000032320619,0.22289995104074478,12.1876000193879,82.0506086849922
18,,results27_fp32_640,640,480,3,0.31651031970977783,4.134200047701597,22.104399977251887,0.24129997473210096,26.479899999685585,37.7644930687757
18,,results27_mixed_q3q4_640,640,480,3,0.3138303756713867,4.383399966172874,22.455100086517632,0.3079999005421996,27.146499953232706,36.837161391810156
19,,results20_fp32_320,320,240,3,0.44110777974128723,0.7916999747976661,4.389600013382733,0.17640006262809038,5.357700050808489,186.64725358208466
19,,results20_int8_percentile_320,320,240,4,0.4655856788158417,0.6248001009225845,9.840299957431853,0.2796000335365534,10.74470009189099,93.06914026894977
19,,results27_fp32_640,640,480,2,0.2927692234516144,4.717099945992231,17.180600087158382,0.2413999754935503,22.139100008644164,45.16895445657467
19,,results27_mixed_q3q4_640,640,480,3,0.29161980748176575,4.212600062601268,23.384499945677817,0.3114000428467989,27.908500051125884,35.83137747166953
20,,results20_fp32_320,320,240,2,0.48015716671943665,0.7605999708175659,4.456200054846704,0.20220002625137568,5.419000051915646,184.53589046312976
20,,results20_int8_percentile_320,320,240,6,0.4639412760734558,0.5848000291734934,10.489600012078881,0.2199000446125865,11.294300085864961,88.54023643762748
20,,results27_fp32_640,640,480,2,0.4270699620246887,4.53809997998178,17.07110006827861,0.23689994122833014,21.84609998948872,45.77476073446296
20,,results27_mixed_q3q4_640,640,480,2,0.4237089157104492,4.231199971400201,23.61520007252693,0.23659993894398212,28.082999982871115,35.608731282624284
21,,results20_fp32_320,320,240,3,0.4791484773159027,0.582900014705956,4.740700009278953,0.22629997693002224,5.549900000914931,180.1834266987053
21,,results20_int8_percentile_320,320,240,5,0.47212550044059753,0.6078999722376466,10.149999987334013,0.2223999472334981,10.980299906805158,91.07219370030498
21,,results27_fp32_640,640,480,1,0.2758091986179352,4.73960000090301,16.578100039623678,0.23040000814944506,21.548100048676133,46.407803831476905
21,,results27_mixed_q3q4_640,640,480,1,0.27802029252052307,4.29939990863204,21.59300004132092,0.2578999847173691,26.15029993467033,38.24047917225569
22,,results20_fp32_320,320,240,2,0.46078792214393616,0.6774000357836485,4.54110000282526,0.2074000658467412,5.42590010445565,184.30121836906255
22,,results20_int8_percentile_320,320,240,4,0.45901644229888916,0.5955999949947,8.705899934284389,0.21520000882446766,9.516699938103557,105.07844173967676
22,,results27_fp32_640,640,480,1,0.3401907682418823,4.600999993272126,22.77359995059669,0.22899999748915434,27.60359994135797,36.2271588533537
22,,results27_mixed_q3q4_640,640,480,1,0.3389435112476349,4.410399938933551,19.454800058156252,0.2527999458834529,24.117999942973256,41.46280795938672
23,,results20_fp32_320,320,240,2,0.37903815507888794,0.6263999966904521,4.709000000730157,0.26599992997944355,5.6013999274000525,178.5267991861028
23,,results20_int8_percentile_320,320,240,4,0.42712604999542236,0.5801999941468239,10.657599894329906,0.2082000719383359,11.445999960415065,87.36676598448433
23,,results27_fp32_640,640,480,1,0.33295461535453796,4.8056000377982855,19.32429999578744,0.26869995053857565,24.398599984124303,40.98595823738578
23,,results27_mixed_q3q4_640,640,480,1,0.2819913625717163,4.740800010040402,24.129499914124608,0.3250000299885869,29.195299954153597,34.25208857488483
24,,results20_fp32_320,320,240,2,0.32500365376472473,0.7095999317243695,4.835400031879544,0.21139997988939285,5.756399943493307,173.71968762009678
24,,results20_int8_percentile_320,320,240,4,0.3529435694217682,0.7612000918015838,9.416599990800023,0.24269998539239168,10.420500067993999,95.96468436974976
24,,results27_fp32_640,640,480,2,0.30735111236572266,6.028200034052134,17.57510006427765,0.23229990620166063,23.835600004531443,41.95405191435867
24,,results27_mixed_q3q4_640,640,480,1,0.28765901923179626,5.7891999604180455,23.1962000252679,0.32300001475960016,29.308400000445545,34.119911014753384
25,,results20_fp32_320,320,240,2,0.3966234028339386,0.636399956420064,5.844700033776462,0.20299991592764854,6.684099906124175,149.60877515965458
25,,results20_int8_percentile_320,320,240,3,0.4302320182323456,0.7829000242054462,9.005800005979836,0.21219998598098755,10.00090001616627,99.99100064829351
25,,results27_fp32_640,640,480,1,0.36740607023239136,4.777200054377317,19.837999949231744,0.23800006601959467,24.853200069628656,40.23626724922355
25,,results27_mixed_q3q4_640,640,480,1,0.3649669885635376,4.5634000562131405,22.910299943760037,0.3525000065565109,27.82620000652969,35.93735399606631
26,,results20_fp32_320,320,240,2,0.3734085261821747,0.6043000612407923,4.58700000308454,0.20399992354214191,5.395299987867475,185.34650570843533
26,,results20_int8_percentile_320,320,240,4,0.3634096682071686,0.574299949221313,9.690499980933964,0.24530000519007444,10.510099935345352,95.14657388147289
26,,results27_fp32_640,640,480,1,0.3661831319332123,4.867300041951239,19.883699947968125,0.28380006551742554,25.03480005543679,39.9443973103684
26,,results27_mixed_q3q4_640,640,480,1,0.3650982081890106,5.254500079900026,21.82259992696345,0.327100045979023,27.404200052842498,36.49075682091567
27,,results20_fp32_320,320,240,2,0.33406558632850647,0.6414999952539802,5.732199992053211,0.20999996922910213,6.583699956536293,151.89027546846216
27,,results20_int8_percentile_320,320,240,5,0.3677923083305359,0.6051999516785145,9.283500025048852,0.2547000767663121,10.143400053493679,98.58627232745013
27,,results27_fp32_640,640,480,1,0.33883780241012573,7.4677999364212155,26.816600002348423,0.3687000134959817,34.65309995226562,28.857447136836022
27,,results27_mixed_q3q4_640,640,480,1,0.3387819528579712,5.870900000445545,23.011100012809038,0.2668000524863601,29.148800065740943,34.30672953070601
28,,results20_fp32_320,320,240,2,0.34174954891204834,0.6082000909373164,4.805899923667312,0.24690001737326384,5.661000031977892,176.64723447291888
28,,results20_int8_percentile_320,320,240,3,0.3401525914669037,0.672499998472631,9.960499941371381,0.23840006906539202,10.871400008909404,91.98447294557032
28,,results27_fp32_640,640,480,1,0.3256695568561554,4.983799997717142,27.077100006863475,0.22929999977350235,32.29020000435412,30.969148530054216
28,,results27_mixed_q3q4_640,640,480,1,0.321910560131073,4.554999992251396,26.444200077094138,0.3370000049471855,31.33620007429272,31.911973935230584
29,,results20_fp32_320,320,240,2,0.348133385181427,1.0602000402286649,5.1499999826774,0.2074999501928687,6.417699973098934,155.8190635573023
29,,results20_int8_percentile_320,320,240,4,0.37736815214157104,0.5988000193610787,9.52079996932298,0.24019996635615826,10.359799955040216,96.52696039883311
29,,results27_fp32_640,640,480,1,0.3089793026447296,4.999700002372265,27.09860005415976,0.23879995569586754,32.33710001222789,30.92423252616536
29,,results27_mixed_q3q4_640,640,480,1,0.3061503469944,4.897600039839745,25.60819999780506,0.21319999359548092,30.719000031240284,32.553142972851674
30,,results20_fp32_320,320,240,3,0.4802567660808563,0.6188000552356243,4.770900006406009,0.2405999694019556,5.630300031043589,177.61042830512315
30,,results20_int8_percentile_320,320,240,3,0.47122588753700256,0.7125000702217221,8.981999941170216,0.2044000430032611,9.898900054395199,101.02132504671478
30,,results27_fp32_640,640,480,1,0.2976597547531128,4.165200050920248,17.401999910362065,0.22490008268505335,21.792100043967366,45.88818874649149
30,,results27_mixed_q3q4_640,640,480,1,0.29807329177856445,4.116800031624734,19.827699987217784,0.21820003166794777,24.162700050510466,41.3861032876942
31,,results20_fp32_320,320,240,3,0.4285237789154053,0.5758999614045024,4.705099971033633,0.3464999608695507,5.627499893307686,177.69880390210514
31,,results20_int8_percentile_320,320,240,3,0.48747125267982483,0.5882000550627708,9.43919993005693,0.22040004841983318,10.247800033539534,97.58191970248716
31,,results27_fp32_640,640,480,1,0.3028980493545532,4.557800013571978,21.377100027166307,0.27409999165683985,26.209000032395124,38.15483226235146
31,,results27_mixed_q3q4_640,640,480,1,0.297928124666214,4.6944000059738755,20.756399957463145,0.24119997397065163,25.691999937407672,38.92262192263185
32,,results20_fp32_320,320,240,2,0.4826427102088928,0.6211000727489591,4.77959995623678,0.2098999684676528,5.6105999974533916,178.2340570445037
32,,results20_int8_percentile_320,320,240,4,0.3814564049243927,0.5813000025227666,9.285500040277839,0.23969996254891157,10.106500005349517,98.9462226755737
32,,results27_fp32_640,640,480,1,0.27052006125450134,5.752099910750985,27.374600060284138,0.3322999691590667,33.45899994019419,29.887324838980117
32,,results27_mixed_q3q4_640,640,480,1,0.2733340859413147,4.6437999699264765,23.745100013911724,0.29960006941109896,28.6885000532493,34.85717267002039
33,,results20_fp32_320,320,240,2,0.5087852478027344,1.0461999336257577,4.393900046125054,0.17470004968345165,5.614800029434264,178.1007328413721
33,,results20_int8_percentile_320,320,240,4,0.45053723454475403,0.5400000372901559,9.25280002411455,0.21970004308968782,10.012500104494393,99.87515501259489
33,,results27_fp32_640,640,480,1,0.2581883370876312,4.756900016218424,25.862200069241226,0.23739994503557682,30.856500030495226,32.40808254376576
33,,results27_mixed_q3q4_640,640,480,1,0.24694418907165527,4.4886000687256455,21.856099949218333,0.264400034211576,26.609100052155554,37.581128186971206
34,,results20_fp32_320,320,240,3,0.46025553345680237,0.7178999949246645,5.651199957355857,0.2313000150024891,6.6003999672830105,151.5059700861795
34,,results20_int8_percentile_320,320,240,4,0.4732670187950134,0.6426000036299229,9.515300043858588,0.23469992447644472,10.392599971964955,96.22231228928246
34,,results27_fp32_640,640,480,2,0.2546752691268921,4.050999996252358,23.587599978782237,0.25429995730519295,27.892899932339787,35.85141747275165
34,,results27_mixed_q3q4_640,640,480,2,0.25253432989120483,4.756899899803102,20.824400009587407,0.23800006601959467,25.819299975410104,38.73071698118788
35,,results20_fp32_320,320,240,4,0.5230609178543091,0.8157000411301851,7.041599950753152,0.2218000590801239,8.079100050963461,123.77616240570588
35,,results20_int8_percentile_320,320,240,6,0.4306003153324127,0.6455000257119536,9.99070005491376,0.22449996322393417,10.860700043849647,92.07509607691397
35,,results27_fp32_640,640,480,1,0.23118816316127777,4.230299964547157,18.651499995030463,0.2606000052765012,23.14239996485412,43.21073015411881
35,,results27_mixed_q3q4_640,640,480,1,0.22270582616329193,5.083999945782125,22.9352000169456,0.24199998006224632,28.261199942789972,35.38420173327145
36,,results20_fp32_320,320,240,3,0.5000668168067932,0.6539999740198255,5.070100072771311,0.3018999705091119,6.026000017300248,165.94756009443512
36,,results20_int8_percentile_320,320,240,4,0.36607763171195984,0.7162999827414751,10.947400005534291,0.19179994706064463,11.855499935336411,84.34903677232604
36,,results27_fp32_640,640,480,1,0.23523345589637756,6.359799997881055,21.251099999062717,0.2587999915704131,27.869699988514185,35.881261743475015
36,,results27_mixed_q3q4_640,640,480,1,0.2323516458272934,4.69370000064373,20.682399976067245,0.2471000188961625,25.623199995607138,39.02713166862222
37,,results20_fp32_320,320,240,2,0.49743688106536865,0.5520000122487545,4.4744000770151615,0.2362999366596341,5.26270002592355,190.01653050223211
37,,results20_int8_percentile_320,320,240,3,0.3265761435031891,0.7730000652372837,11.575300013646483,0.30449999030679464,12.652800069190562,79.03388929972819
37,,results27_fp32_640,640,480,0,0.0,4.703199956566095,28.003199957311153,0.07770000956952572,32.784099923446774,30.502591266347764
37,,results27_mixed_q3q4_640,640,480,1,0.18010810017585754,4.114200011827052,20.689899916760623,0.20520004909485579,25.00929997768253,39.98512556898301
38,,results20_fp32_320,320,240,2,0.46062779426574707,0.622499966993928,5.602600052952766,0.3501999890431762,6.5753000089898705,152.08431533660544
38,,results20_int8_percentile_320,320,240,4,0.3893430233001709,0.4384000785648823,9.985800017602742,0.22199994418770075,10.646200040355325,93.93022827012598
38,,results27_fp32_640,640,480,1,0.20015430450439453,4.2761999648064375,16.849400009959936,0.23040000814944506,21.35599998291582,46.825248211274165
38,,results27_mixed_q3q4_640,640,480,1,0.19696044921875,4.212399944663048,19.874999998137355,0.22050004918128252,24.307899991981685,41.13888901673384
39,,results20_fp32_320,320,240,2,0.44755399227142334,0.5498999962583184,4.697200027294457,0.179799972102046,5.426899995654821,184.26726138323428
39,,results20_int8_percentile_320,320,240,2,0.48955556750297546,0.36419997923076153,9.383700089529157,0.19599997904151678,9.943900047801435,100.56416448203306
39,,results27_fp32_640,640,480,2,0.26633384823799133,4.402399994432926,22.644300013780594,0.2701999619603157,27.316899970173836,36.607374961721774
39,,results27_mixed_q3q4_640,640,480,2,0.2712864279747009,4.506000084802508,20.01350000500679,0.23469992447644472,24.754200014285743,40.39718510082718
40,,results20_fp32_320,320,240,3,0.3701607882976532,0.6437000120058656,4.8059000400826335,0.18319999799132347,5.6328000500798225,177.531599046522
40,,results20_int8_percentile_320,320,240,2,0.27607786655426025,0.35939994268119335,9.44090005941689,0.22929999977350235,10.029600001871586,99.70487355561475
40,,results27_fp32_640,640,480,2,0.26717042922973633,4.464500001631677,18.63549998961389,0.2714999718591571,23.371499963104725,42.78715536352583
40,,results27_mixed_q3q4_640,640,480,2,0.2591940462589264,4.495800007134676,20.596500020474195,0.2327000256627798,25.32500005327165,39.48667316471786
41,,results20_fp32_320,320,240,2,0.37833571434020996,0.7939999923110008,5.382600007578731,0.20520004909485579,6.381800048984587,156.69560191863278
41,,results20_int8_percentile_320,320,240,3,0.30189746618270874,0.458099995739758,11.906599975191057,0.2772000152617693,12.641899986192584,79.10203379968159
41,,results27_fp32_640,640,480,3,0.3394094407558441,4.938700003549457,18.947900040075183,0.25749998167157173,24.14410002529621,41.41798613128184
41,,results27_mixed_q3q4_640,640,480,3,0.3355344235897064,6.136499927379191,27.0259000826627,0.3182999789714813,33.480699989013374,29.867953786155848
42,,results20_fp32_320,320,240,3,0.38401105999946594,0.5514000076800585,4.418299999088049,0.19209994934499264,5.1617999561131,193.73087072382646
42,,results20_int8_percentile_320,320,240,4,0.4037644863128662,0.37379993591457605,10.586800053715706,0.1996000064536929,11.160199996083975,89.60412898970377
42,,results27_fp32_640,640,480,1,0.3609333634376526,5.13519998639822,18.122500041499734,0.2297000028192997,23.487400030717254,42.57601942710481
42,,results27_mixed_q3q4_640,640,480,1,0.37785017490386963,5.048399907536805,23.01970007829368,0.27790002059191465,28.3460000064224,35.27834614313936
43,,results20_fp32_320,320,240,3,0.38542497158050537,0.6162000354379416,6.752599962055683,0.19160006195306778,7.5604000594466925,132.26813292115457
43,,results20_int8_percentile_320,320,240,5,0.42123889923095703,0.43519993778318167,9.339599986560643,0.2490000333636999,10.023799957707524,99.76256551599252
43,,results27_fp32_640,640,480,1,0.3581157326698303,4.956100019626319,19.15559999179095,0.27730001602321863,24.38900002744049,41.002091060514275
43,,results27_mixed_q3q4_640,640,480,1,0.360391765832901,5.0760000012815,23.368300055153668,0.27550000231713057,28.7198000587523,34.81918390637445
44,,results20_fp32_320,320,240,1,0.4533305764198303,0.8929000468924642,6.55449996702373,0.1615999499335885,7.608999963849783,131.42331512038132
44,,results20_int8_percentile_320,320,240,3,0.374824583530426,0.5986000178381801,9.90010006353259,0.18580001778900623,10.684500099159777,93.59352245957108
44,,results27_fp32_640,640,480,2,0.3518272042274475,4.542900016531348,18.43379996716976,0.2512000501155853,23.227900033816695,43.05167486273553
44,,results27_mixed_q3q4_640,640,480,1,0.35343924164772034,4.4643000001087785,21.96789998561144,0.23250002413988113,26.6647000098601,37.50276581511208
45,,results20_fp32_320,320,240,1,0.3837782144546509,0.6625999230891466,5.185100017115474,0.1818999880924821,6.0295999282971025,165.84848280015535
45,,results20_int8_percentile_320,320,240,2,0.3350486159324646,0.8002000395208597,11.535799945704639,0.2106999745592475,12.546699959784746,79.70223271499641
45,,results27_fp32_640,640,480,2,0.2557021975517273,4.712500027380884,20.55750007275492,0.30429998878389597,25.5743000889197,39.101754359770695
45,,results27_mixed_q3q4_640,640,480,2,0.26022040843963623,4.628099966794252,19.2252000560984,0.2501000417396426,24.103400064632297,41.487922754405616
46,,results20_fp32_320,320,240,1,0.43200191855430603,0.6273000035434961,4.614299978129566,0.17600005958229303,5.417600041255355,184.58357803915737
46,,results20_int8_percentile_320,320,240,3,0.4224899709224701,0.9589000837877393,10.458400007337332,0.18829992040991783,11.605600011534989,86.16529942494005
46,,results27_fp32_640,640,480,1,0.29018864035606384,4.182900069281459,19.83239990659058,0.24300010409206152,24.2583000799641,41.22300394931382
46,,results27_mixed_q3q4_640,640,480,1,0.2900071442127228,5.669499980285764,21.51009999215603,0.24620001204311848,27.42579998448491,36.4620175369802
47,,results20_fp32_320,320,240,2,0.4212328791618347,0.6653000600636005,4.8774000024423,0.19079993944615126,5.733500001952052,174.41353443089486
47,,results20_int8_percentile_320,320,240,2,0.37841546535491943,0.6656999466940761,12.298700050450861,0.18770003225654364,13.152100029401481,76.03348497688604
47,,results27_fp32_640,640,480,2,0.2733435034751892,5.671999999321997,27.349499985575676,0.37100003100931644,33.39250001590699,29.94684433701088
47,,results27_mixed_q3q4_640,640,480,2,0.27907517552375793,7.331600063480437,28.88959995470941,0.39489998016506433,36.61609999835491,27.310390785608735
48,,results20_fp32_320,320,240,2,0.5329484343528748,0.623999978415668,7.565899984911084,0.28110004495829344,8.471000008285046,118.04981690732521
48,,results20_int8_percentile_320,320,240,1,0.49771058559417725,0.8930000476539135,9.651999920606613,0.23310002870857716,10.778099996969104,92.78073132381485
48,,results27_fp32_640,640,480,1,0.28934571146965027,4.20930003747344,18.135300022549927,0.25839998852461576,22.603000048547983,44.241914695046866
48,,results27_mixed_q3q4_640,640,480,1,0.2970522940158844,5.292999907396734,23.970500100404024,0.2543999580666423,29.5178999658674,33.87774879501372
49,,results20_fp32_320,320,240,2,0.497191458940506,0.9661000221967697,4.650700022466481,0.1700000138953328,5.786800058558583,172.807076429229
