epoch,learning_rate,train_total,train_classification,train_quality,train_box,train_positive_count,train_gradient_norm,valid_total,valid_classification,valid_quality,valid_box,valid_positive_count,metric_ap50,metric_ap75,metric_map50_95,metric_precision,metric_recall,metric_f1,metric_best_f1,metric_best_f1_threshold,metric_detection_accuracy,metric_tp,metric_fp,metric_fn,metric_mean_tp_iou,metric_average_detections_per_image,metric_no_detection_image_rate,metric_zero_recall_image_rate,metric_score_threshold,metric_tiny_lt16_gt,metric_tiny_lt16_matched,metric_tiny_lt16_recall,metric_small_16_32_gt,metric_small_16_32_matched,metric_small_16_32_recall,metric_medium_32_96_gt,metric_medium_32_96_matched,metric_medium_32_96_recall,metric_large_ge96_gt,metric_large_ge96_matched,metric_large_ge96_recall,train_images_per_second,peak_vram_gib,amp_scale,seconds,warning_count
1,9.045084971874738e-05,1.3508166093674918,0.2178127950855664,0.6342550793148223,0.24937436760418,448.7168253968254,0.9842767314683823,1.6274100529650848,0.3358017468514542,0.6439876264582077,0.323810341147085,522.859375,0.5527375936508179,0.2075178176164627,0.2558621320175007,0.577687255798487,0.5602225088681071,0.5688208570376131,0.5858326554298401,0.283935546875,0.39744909631663233,6949,5080,5455,0.7411556839942932,7.856956237753103,0.022207707380796866,0.11103853690398433,0.25,2180,208,0.09541284403669725,3009,1628,0.5410435360584912,5721,3931,0.6871176367767873,1494,1182,0.7911646586345381,41.819888534115115,0.35684967041015625,1024.0,528.7879663000001,0
2,6.545084971874737e-05,1.342646484375,0.21494135849532628,0.63391446836411,0.24689532828709435,448.6895238095238,0.9775949109735943,1.6255643535405397,0.33308240158172947,0.6444622489313284,0.3240098529495299,522.859375,0.5487774014472961,0.20871147513389587,0.25445129890722457,0.5898478035281909,0.5499032570138664,0.5691755674232309,0.5827441215515137,0.29638671875,0.397795532746253,6821,4743,5583,0.7435162663459778,7.553233180927498,0.022207707380796866,0.10516002612671456,0.25,2180,184,0.08440366972477065,3009,1575,0.5234297108673978,5721,3875,0.6773291382625415,1494,1187,0.7945113788487282,41.75643400029786,0.3570551872253418,1024.0,510.5091692000001,0
3,3.454915028125263e-05,1.3408435641773164,0.21462823492667032,0.633911511595287,0.2461519081441183,448.8355555555556,0.9748735870066143,1.6217803253481786,0.3273488719326754,0.6447920507440964,0.32481970195658505,522.859375,0.551856517791748,0.2067350447177887,0.2545383950433461,0.5978270393411023,0.550064495324089,0.5729520930427846,0.5853385925292969,0.283447265625,0.4014946451688831,6823,4590,5581,0.7422751784324646,7.454604833442195,0.027433050293925537,0.11234487263226649,0.25,2180,188,0.08623853211009175,3009,1609,0.5347291458956464,5721,3854,0.6736584513196994,1494,1172,0.784471218206158,41.895281122534634,0.3562130928039551,1024.0,511.2074132,0
4,9.549150281252631e-06,1.3386216222672236,0.21404938909269514,0.6338135566787114,0.24537933895512232,448.86857142857144,0.9707731068701971,1.6239880733191967,0.3295821564582487,0.6446946567545334,0.32485562982037663,522.859375,0.5517153739929199,0.2109965831041336,0.2555734105902957,0.6025425973338042,0.5502257336343115,0.5751969997050272,0.5876915454864502,0.277587890625,0.40370282739855673,6825,4502,5579,0.7425966262817383,7.3984323971260615,0.033964728935336384,0.11299804049640758,0.25,2180,195,0.08944954128440367,3009,1600,0.5317381189764041,5721,3854,0.6736584513196994,1494,1176,0.7871485943775101,41.74737095037206,0.3570857048034668,1024.0,511.4729814000002,0
5,0.0,1.3355823878636437,0.21298280363991148,0.6335455314696781,0.244527026206728,448.7663492063492,0.9690464370402079,1.6221564238270123,0.33006181005233276,0.6445412219812473,0.3237766985160609,522.859375,0.5538465976715088,0.20517848432064056,0.25425651570185437,0.5927041211391207,0.5553853595614318,0.5734382153410748,0.5867818593978882,0.290771484375,0.40197222546388145,6889,4734,5515,0.7410973906517029,7.591770084911822,0.03200522534291313,0.11103853690398433,0.25,2180,200,0.09174311926605505,3009,1611,0.5353938185443669,5721,3900,0.6816990036706869,1494,1178,0.7884872824631861,41.946158278616004,0.3592853546142578,1024.0,510.34733430000006,0
