experiment,label,epoch,learning_rate,train_total,train_classification,train_quality,train_box,train_positive_count,train_gradient_norm,valid_total,valid_classification,valid_quality,valid_box,valid_positive_count,metric_ap50,metric_ap75,metric_map50_95,metric_precision,metric_recall,metric_f1,metric_best_f1,metric_best_f1_threshold,metric_detection_accuracy,metric_tp,metric_fp,metric_fn,metric_mean_tp_iou,metric_average_detections_per_image,metric_no_detection_image_rate,metric_zero_recall_image_rate,metric_score_threshold,metric_tiny_lt16_gt,metric_tiny_lt16_matched,metric_tiny_lt16_recall,metric_small_16_32_gt,metric_small_16_32_matched,metric_small_16_32_recall,metric_medium_32_96_gt,metric_medium_32_96_matched,metric_medium_32_96_recall,metric_large_ge96_gt,metric_large_ge96_matched,metric_large_ge96_recall,train_images_per_second,peak_vram_gib,amp_scale,seconds,warning_count
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),11,0.0007278302883578,1.6020664694247309,0.2926078272040014,0.6484951047928302,0.3304817689316613,459.0688311688312,1.3343377100569862,1.6966819955656929,0.3550919407668213,0.6491549133012692,0.3462175733099381,522.859375,0.403049498796463,0.0945552214980125,0.1586342119684559,0.5963758389261745,0.3581909061593034,0.4475672408582652,0.4680481553077698,0.2120361328125,0.2883005645318279,4443,3007,7961,0.7324456572532654,4.8661005878510775,0.1110385369039843,0.2919660352710647,0.25,2180,33,0.015137614678899,3009,837,0.2781655034895314,5721,2890,0.5051564411816116,1494,683,0.4571619812583668,22.911227080557477,0.3589344024658203,1024.0,841.7457912999962,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),12,0.000723666182208,1.5897913305790394,0.2887629302581409,0.6477750143060437,0.3266266940476058,459.1545454545454,1.3136074398632174,1.661029649277528,0.3376241016667336,0.6466900079200665,0.3383577694185078,522.859375,0.4311889708042145,0.1143600270152092,0.1762772795977071,0.6512460826742277,0.3518219929055143,0.4568437581784872,0.4863936901092529,0.2059326171875,0.2960450444338918,4364,2337,8040,0.739098846912384,4.376877857609405,0.1378184193337688,0.2821685173089484,0.25,2180,39,0.0178899082568807,3009,784,0.260551678298438,5721,2829,0.4944939695857367,1494,712,0.4765729585006693,23.096461178362503,0.3577547073364258,1024.0,848.3843646999885,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),13,0.0007191579846314,1.5754500885288436,0.2840433876042242,0.6470194051405052,0.3221936480565505,459.0675324675325,1.3128752981300478,1.647947986299793,0.3330091695922116,0.6473146512483557,0.3338120831176638,522.859375,0.4548893570899963,0.1371399760246276,0.1936875145853264,0.6958294136092819,0.3577878103837472,0.4725801299116174,0.5100218653678894,0.1995849609375,0.3093976575571667,4438,1940,7966,0.7504056692123413,4.165904637491836,0.1417374265186153,0.2664924885695623,0.25,2180,28,0.0128440366972477,3009,756,0.2512462612163509,5721,2891,0.5053312357979374,1494,763,0.5107095046854083,24.44316093978985,0.3575806617736816,2048.0,717.7227840999985,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),14,0.0007143101446747,1.561946202795227,0.2809757532914738,0.6461763627730407,0.3173970429057425,459.0532467532468,1.299177894654212,1.649525914341211,0.3333943868832041,0.646952028075854,0.334589750583594,522.859375,0.4456287026405334,0.1284930408000946,0.1877207453318988,0.6625247105337475,0.3782650757820058,0.4815765164733654,0.5076240301132202,0.20849609375,0.3171556036230904,4692,2390,7712,0.7471516132354736,4.625734813847159,0.0986283474853037,0.2103200522534291,0.25,2180,26,0.0119266055045871,3009,797,0.2648720505151213,5721,2989,0.5224611081978675,1494,880,0.5890227576974565,19.42308319945139,0.3589344024658203,2048.0,984.9449217999936,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),15,0.0007091274465706,1.5514779806137085,0.2779475763827175,0.6455447175673076,0.3139928435737436,458.9883116883117,1.271152215189748,1.648341524725159,0.3360756444744766,0.6460961376627287,0.3330848713715871,522.859375,0.4420189559459686,0.1349778175354004,0.1891318242851412,0.6819562090458686,0.3440019348597227,0.4573173999249772,0.4969416558742523,0.1959228515625,0.2964429623454217,4267,1990,8137,0.7534911036491394,4.0868713259307645,0.1123448726322664,0.2468974526453298,0.25,2180,15,0.0068807339449541,3009,616,0.2047191758059156,5721,2840,0.4964167103653207,1494,796,0.5327978580990629,19.533670128069303,0.3580455780029297,2048.0,993.029667900002,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),16,0.0007036150050164,1.542660371668927,0.274949021424566,0.645090359371978,0.3113104953587829,458.84090909090907,1.2679243214331664,1.64532424757878,0.3366726356713722,0.6459056744351983,0.3313729669898748,522.859375,0.4440769851207733,0.1393442004919052,0.1911395231436472,0.6851176665561817,0.3332795872299258,0.4484217377155874,0.4993857443332672,0.1949462890625,0.2890100671140939,4134,1900,8270,0.7541571259498596,3.9412148922273023,0.1469627694317439,0.2723709993468321,0.25,2180,14,0.0064220183486238,3009,656,0.2180126287803256,5721,2724,0.4761405348715259,1494,740,0.4953145917001338,20.41577474836557,0.3575468063354492,2048.0,969.3499064999924,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),17,0.0006977782601264,1.5325940387589592,0.2726661313180025,0.6443547959064508,0.3077865552205544,459.0123376623376,1.2614573916831573,1.650855112199982,0.3380824043415487,0.6456741740306219,0.3335492683108896,522.859375,0.4401123523712158,0.1308722048997879,0.1866227588689071,0.6626344086021505,0.3577071912286359,0.4646073298429318,0.4993675947189331,0.201416015625,0.302598376866944,4437,2259,7967,0.7500728368759155,4.3736120182887,0.1129980404964075,0.2599608099281515,0.25,2180,14,0.0064220183486238,3009,743,0.2469258889996676,5721,2885,0.5042824680999826,1494,795,0.5321285140562249,19.98885028679365,0.3589344024658203,2048.0,966.3187682999996,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),18,0.0006916229720632,1.5211979223536207,0.2684543314595501,0.643844167830108,0.304449711507791,458.9935064935065,1.2450913983506042,1.6481105747322242,0.3362106871015082,0.645979437045753,0.3329602261073887,522.859375,0.4257044792175293,0.1292333453893661,0.1831212022523686,0.6595033428844317,0.3340051596259271,0.4434335866424061,0.4841521382331848,0.196044921875,0.2848793233858213,4143,2139,8261,0.7522011399269104,4.103200522534292,0.1116917047681254,0.2299150881776616,0.25,2180,7,0.0032110091743119,3009,403,0.1339315387171817,5721,2882,0.5037580842510051,1494,851,0.5696117804551539,20.15522502882474,0.3580207824707031,2048.0,957.616778200012,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),19,0.0006851552153529,1.5132441838840385,0.2662916586577118,0.6433521621800088,0.3018001810103268,459.0487012987013,1.244440914632438,1.6402692229797442,0.3313217800265799,0.6456938022747636,0.33162682200782,522.859375,0.4523811638355255,0.1408911496400833,0.19536575001257,0.6817354368932039,0.3623024830699774,0.4731522425773847,0.5066894888877869,0.2041015625,0.3098882912701696,4494,2098,7910,0.7549470067024231,4.305682560418028,0.0875244937949052,0.2148922273024167,0.25,2180,20,0.0091743119266055,3009,693,0.230309072781655,5721,2862,0.5002621919244887,1494,919,0.6151271753681392,19.488288277582743,0.3575716018676758,2048.0,990.4642789999924,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),20,0.0006783813728906,1.5056416736794758,0.2649484742819876,0.6426448554187626,0.2990241720498382,459.122077922078,1.2518066177894542,1.6401905622333288,0.3279705969616771,0.646019835335513,0.3331000653561204,522.859375,0.4559792280197143,0.1390004605054855,0.196480387916381,0.7018771874005727,0.3556917123508545,0.4721241305510968,0.5143269896507263,0.204833984375,0.3090068637064014,4412,1874,7992,0.7544297575950623,4.105813193990856,0.1267145656433703,0.2514696276943174,0.25,2180,27,0.0123853211009174,3009,743,0.2469258889996676,5721,2841,0.4965915049816465,1494,801,0.536144578313253,20.195761882950364,0.3596968650817871,2048.0,965.259930500004,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),21,0.0006713081296408,1.4978829691162356,0.2624687871085359,0.642180809997893,0.2966166862806716,459.0824675324676,1.2313462060380291,1.6241826365391414,0.3185645445094754,0.6455758670344949,0.3300211109841863,522.859375,0.4657697081565857,0.149043932557106,0.2034058997232932,0.7125681308111574,0.3583521444695259,0.4768801630726317,0.5160753130912781,0.2091064453125,0.3130943157005001,4445,1793,7959,0.7548215389251709,4.074461136512084,0.1077726975832789,0.2024820378837361,0.25,2180,17,0.0077981651376146,3009,621,0.2063808574277168,5721,2956,0.5166928858591155,1494,851,0.5696117804551539,20.22775601613735,0.3580265045166015,2048.0,964.7774991000042,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),22,0.0006639424660409,1.4916514671468115,0.2597754501193375,0.642218697264597,0.2948286604087848,458.962987012987,1.2222427343780344,1.6251789319018524,0.3259037850269426,0.6450193484003345,0.3271278992760926,522.859375,0.4569326043128967,0.1521477252244949,0.2020369392936118,0.6915644171779141,0.3635117703966462,0.4765377298668357,0.5180988311767578,0.188720703125,0.3127991675338189,4509,2011,7895,0.7609328031539917,4.2586544741998695,0.0973220117570215,0.2103200522534291,0.25,2180,21,0.0096330275229357,3009,701,0.232967763376537,5721,2901,0.5070791819611956,1494,886,0.5930388219544847,20.112238562221705,0.3574047088623047,2048.0,958.3288346000044,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),23,0.0006562916511114,1.484503262461006,0.2580338628744924,0.6417023734999941,0.2923835136673667,459.1084415584416,1.2300532724176134,1.6165606671323378,0.3187039791761587,0.6449718226989111,0.326442433676372,522.859375,0.4775475263595581,0.1566097438335418,0.2097303654416464,0.7362619007850343,0.3553692357304095,0.4793649067478658,0.5283950567245483,0.1925048828125,0.3152399342058213,4408,1579,7996,0.7597013711929321,3.9105160026126713,0.1071195297191378,0.1952971913781842,0.25,2180,15,0.0068807339449541,3009,593,0.1970754403456297,5721,2842,0.4967662995979723,1494,958,0.6412315930388219,19.834106004987444,0.3589344024658203,2048.0,968.6436523000012,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),24,0.000648363235283,1.4773337827874469,0.2562973338288146,0.6411953902476794,0.2899205296941392,459.0311688311688,1.2338784456253051,1.617195097108682,0.3221566235491385,0.6440547990302244,0.3254918360617012,522.859375,0.4645209312438965,0.154749795794487,0.2049929782690014,0.7031949374903534,0.3673008706868752,0.4825504421966848,0.5169134140014648,0.2042236328125,0.3180009771759615,4556,1923,7848,0.7576537132263184,4.231874591770085,0.0907903331156107,0.1822338340953625,0.25,2180,13,0.0059633027522935,3009,526,0.1748089066134928,5721,3045,0.5322496067121133,1494,972,0.6506024096385542,20.211135749343622,0.3576116561889648,2048.0,958.205484399994,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),25,0.0006401650429449,1.4707776930425074,0.2539966224559716,0.6407341337049163,0.2880234687649584,459.0857142857143,1.217508269169114,1.6290667112916708,0.3300051429929833,0.6456024252499143,0.3267295754048973,522.859375,0.4501499831676483,0.1516897231340408,0.1992611249588662,0.6544282511210763,0.3764914543695582,0.4779938587512794,0.501585066318512,0.2066650390625,0.3140551445864156,4670,2466,7734,0.7570926547050476,4.661005878510777,0.0679294578706727,0.1763553233180927,0.25,2180,10,0.0045871559633027,3009,577,0.1917580591558657,5721,3066,0.5359202936549554,1494,1017,0.6807228915662651,20.229479684524083,0.3575601577758789,2048.0,957.9646535000064,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),26,0.0006317051647232,1.46537947492166,0.2522983018405639,0.6405049687469161,0.2862881037321957,458.998051948052,1.1945688560411527,1.6186563583711784,0.3211591967071096,0.6447606440633535,0.3263682563944409,522.859375,0.4840737879276275,0.1673819422721862,0.2173254669774905,0.7503852080123267,0.3533537568526282,0.4804604001096191,0.5335021615028381,0.195068359375,0.3161881402395037,4383,1458,8021,0.7624046802520752,3.815153494448073,0.1352057478772044,0.2312214239059438,0.25,2180,15,0.0068807339449541,3009,655,0.2176802924559654,5721,2873,0.5021849327040727,1494,840,0.5622489959839357,20.14712684472821,0.3580636978149414,4096.0,974.3224275000102,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),27,0.0006229919494963,1.457873235042993,0.2506121795479353,0.6399686525781433,0.2836462010230337,459.1344155844156,1.203740779958762,1.6099016834050417,0.3128526055564483,0.6441479021062454,0.32645059004426,522.859375,0.4842243790626526,0.1673203110694885,0.2168055085086962,0.7288243739033339,0.3683489197033215,0.489369678144915,0.5356361865997314,0.194580078125,0.3239506522972206,4569,1700,7835,0.7609895467758179,4.094709340300457,0.0966688438928804,0.2070542129327237,0.25,2180,12,0.0055045871559633,3009,681,0.226321036889332,5721,2975,0.5200139835693061,1494,901,0.6030789825970548,20.167612391540423,0.3571586608886719,4096.0,963.6705450000009,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),28,0.0006140339961557,1.454699460252539,0.249188231812282,0.6397836176218925,0.2828638049108641,459.1149350649351,1.2073504662358916,1.6142422823856275,0.3186598602527131,0.6440408574417233,0.3257707824620108,522.859375,0.4716902673244476,0.1604890972375869,0.2114889783377293,0.7216725183530163,0.3645598194130925,0.4844134975897161,0.526408314704895,0.1953125,0.3196211478654227,4522,1744,7882,0.7612102627754211,4.092749836708034,0.1051600261267145,0.2090137165251469,0.25,2180,9,0.0041284403669724,3009,559,0.1857760053173812,5721,3054,0.5338227582590456,1494,900,0.6024096385542169,20.22687537636318,0.3571796417236328,4096.0,963.4483024000074,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),29,0.0006048401451198,1.4493770173617773,0.2481385370547121,0.639432691792389,0.2809028947314658,458.898051948052,1.198333237000874,1.6168151466796796,0.3211786134634167,0.6438663282121221,0.3258851019976039,522.859375,0.4691312909126282,0.1607442051172256,0.2084255432186182,0.7166694201222534,0.3497258948726217,0.470065557782955,0.5207130908966064,0.1904296875,0.3072455556342517,4338,1715,8066,0.7613756656646729,3.953625081645983,0.1123448726322664,0.2240365774003919,0.25,2180,14,0.0064220183486238,3009,531,0.1764705882352941,5721,2924,0.5110994581366894,1494,869,0.5816599732262383,20.47808953864625,0.3571310043334961,4096.0,968.6353499999968,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),30,0.0005954194696096,1.443732968785546,0.2465777505818125,0.6391045882717356,0.2790253155997821,459.0357142857143,1.1987985822674516,1.61504781494538,0.3172375984334697,0.6439956439038118,0.3269072870413462,522.859375,0.483231633901596,0.159385472536087,0.2143930548307253,0.7328478964401295,0.3651241534988713,0.4874085234610418,0.5280816555023193,0.189697265625,0.3222340803984347,4529,1651,7875,0.7599119544029236,4.0365774003919,0.1045068582625734,0.2109732201175702,0.25,2180,13,0.0059633027522935,3009,611,0.2030574941841143,5721,3035,0.5305016605488551,1494,870,0.5823293172690763,20.37805399172105,0.3573870658874511,4096.0,968.1182766999992,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),31,0.0005857812666945,1.4401353381670914,0.2452945472938673,0.6388208899792138,0.27800994981806,458.8532467532468,1.208228529428507,1.6172887285550437,0.3214600501426806,0.644393679065009,0.3257175008766353,522.859375,0.4807559847831726,0.1632441133260727,0.2130829282526974,0.753199927888949,0.336826830054821,0.4654893877778396,0.5352514386177063,0.181884765625,0.3033471284397008,4178,1369,8226,0.7624945044517517,3.6231221423905935,0.147615937295885,0.2455911169170476,0.25,2180,12,0.0055045871559633,3009,498,0.1655034895314057,5721,2828,0.4943191749694109,1494,840,0.5622489959839357,20.338649268914637,0.357553482055664,4096.0,958.9098703000054,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),32,0.0005759350481171,1.4338647356281031,0.2439563546571638,0.6384744759116854,0.2757169525054368,459.0811688311688,1.2066705933251938,1.649410681799054,0.3329666575106482,0.6464268065368136,0.3350086088757962,522.859375,0.4455281496047973,0.1379099786281585,0.1928432332410011,0.706687190011972,0.3331183489197033,0.4527971070078351,0.5029111504554749,0.1898193359375,0.2926552872016432,4132,1715,8272,0.7530368566513062,3.81907250163292,0.1286740692357936,0.2273024167210973,0.25,2180,9,0.0041284403669724,3009,457,0.1518777002326354,5721,2782,0.4862786226184233,1494,884,0.5917001338688086,20.729733610717854,0.3579931259155273,4096.0,957.2832543000112,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),33,0.0005658905309063,1.4288737498320545,0.2424504000548418,0.6381086352970693,0.274157356316006,458.8928571428572,1.2026632101504833,1.6146736579636731,0.3162295137687276,0.6442578146234155,0.3270931643589089,522.859375,0.4843431115150451,0.1701952517032623,0.2175941539448103,0.7177298592392932,0.3864076104482425,0.5023582433707159,0.535003662109375,0.1986083984375,0.3354328504443978,4793,1885,7611,0.7607883214950562,4.361854996734161,0.0979751796211626,0.1907250163291966,0.25,2180,17,0.0077981651376146,3009,702,0.2333000997008973,5721,3137,0.5483307114140884,1494,937,0.6271753681392236,20.90972149650564,0.3580498695373535,4096.0,951.9626102000038,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),34,0.0005556576277881,1.4255597554244004,0.2418229798459774,0.6380514236626686,0.2728426759699722,459.0084415584416,1.2008712674503204,1.612335999806722,0.3161357612504313,0.6445980646337072,0.3258010844389598,522.859375,0.4886820912361145,0.1735772639513015,0.2213965146336704,0.7000693962526023,0.4066430183811673,0.514457646998827,0.5327495336532593,0.2099609375,0.346309646412633,5044,2161,7360,0.756308913230896,4.706074461136512,0.0738079686479425,0.1645983017635532,0.25,2180,12,0.0055045871559633,3009,725,0.2409438351611831,5721,3326,0.5813668938996679,1494,981,0.6566265060240963,20.743578866658765,0.3578476905822754,4096.0,953.017617599995,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),35,0.0005452464374023,1.4202442645252524,0.2392657790720075,0.6377144721034286,0.271632006532186,459.0441558441559,1.201461859802147,1.6094118828574815,0.3173051675936828,0.6440363666042686,0.3240351768520971,522.859375,0.4885950982570648,0.1749324053525924,0.2219140617846278,0.7342413683877098,0.3737504030957755,0.4953520675285821,0.5366380214691162,0.1982421875,0.3292146001988354,4636,1678,7768,0.7621196508407593,4.124101894186806,0.1116917047681254,0.1966035271064663,0.25,2180,5,0.0022935779816513,3009,598,0.198737121967431,5721,3100,0.5418633106100332,1494,933,0.6244979919678715,20.911572655722708,0.3573498725891113,4096.0,951.1284403999888,0
r2_home_fpn48_lr0750_seed2_100e,Home FPN48 LR0.00075 seed2 (partial),36,0.0005346672343369,1.4167966686285935,0.2382498312209333,0.6374326840236589,0.2705570766678104,458.9746753246753,1.202362403196174,1.6191442192842562,0.3217549494002014,0.6443746881559491,0.3265072891954332,522.859375,0.4826141595840454,0.1640214025974273,0.215231248922646,0.6887933351249664,0.4132537891002902,0.5165776478887434,0.5342909693717957,0.2113037109375,0.3482336956521739,5126,2316,7278,0.7542204260826111,4.860875244937949,0.0764206401045068,0.1652514696276943,0.25,2180,14,0.0064220183486238,3009,769,0.2555666334330342,5721,3341,0.5839888131445552,1494,1002,0.6706827309236948,21.046812641109653,0.357818603515625,4096.0,938.8751186000007,0
