epoch,learning_rate,train_total,train_classification,train_quality,train_box,train_positive_count,train_gradient_norm,valid_total,valid_classification,valid_quality,valid_box,valid_positive_count,metric_ap50,metric_ap75,metric_map50_95,metric_precision,metric_recall,metric_f1,metric_best_f1,metric_best_f1_threshold,metric_detection_accuracy,metric_tp,metric_fp,metric_fn,metric_mean_tp_iou,metric_average_detections_per_image,metric_no_detection_image_rate,metric_zero_recall_image_rate,metric_score_threshold,metric_tiny_lt16_gt,metric_tiny_lt16_matched,metric_tiny_lt16_recall,metric_small_16_32_gt,metric_small_16_32_matched,metric_small_16_32_recall,metric_medium_32_96_gt,metric_medium_32_96_matched,metric_medium_32_96_recall,metric_large_ge96_gt,metric_large_ge96_matched,metric_large_ge96_recall,train_images_per_second,peak_vram_gib,amp_scale,seconds,warning_count,result,experiment
5,0.0009938441702975,1.7273825577327184,0.3318670914060884,0.6557950703741668,0.3698601981649151,459.0480519480519,1.2693112681438397,1.74612424770991,0.3488310280566414,0.6536824190989137,0.3718054015189409,522.859375,0.3863392472267151,0.0874440595507621,0.1497644858056446,0.689996045867932,0.281360851338278,0.399725117397778,0.4488985240459442,0.20849609375,0.2497852848554251,3490,1568,8914,0.7285493016242981,3.303723056825604,0.171129980404964,0.3305029392553886,0.25,2180,39,0.0178899082568807,3009,676,0.2246593552675307,5721,2110,0.3688166404474742,1494,665,0.4451137884872824,41.62445000059669,0.3575057983398437,1024.0,495.2342317000002,0,results.15,r3_school2_fpn48_exp200_seed14
6,0.0009911436253643,1.6896226175419695,0.3193035452493599,0.653694615464706,0.3583122283413812,458.9681818181818,1.2219196904789318,1.7076503802090883,0.3387741996751477,0.6505662941684326,0.3591549412036935,522.859375,0.4140591025352478,0.097671203315258,0.1644810926627542,0.7687996263428305,0.2653982586262496,0.3945822845499221,0.4724365770816803,0.189453125,0.2457816932955054,3292,990,9112,0.735732913017273,2.796864794252123,0.2168517308948399,0.3344219464402351,0.25,2180,15,0.0068807339449541,3009,625,0.2077102027251578,5721,1892,0.330711414088446,1494,760,0.5087014725568942,41.9271927159766,0.3590869903564453,1024.0,492.57883529999526,0,results.15,r3_school2_fpn48_exp200_seed14
7,0.0009879583809693,1.658451649043467,0.3106610865078189,0.6518623150014258,0.3479641247105289,459.0928571428572,1.1911460165079537,1.6988993777583044,0.3297096479994555,0.6509036092708508,0.3591430587694049,522.859375,0.4332295358181,0.1148716509342193,0.1758606466668425,0.7551535549011359,0.2894227668494034,0.4184636904068073,0.4859313368797302,0.1953125,0.2645931603773584,3590,1164,8814,0.7391204237937927,3.1051600261267147,0.1815806662312214,0.3141737426518615,0.25,2180,27,0.0123853211009174,3009,752,0.2499169159189099,5721,1939,0.3389267610557595,1494,872,0.5836680053547524,41.16898503754121,0.3570423126220703,1024.0,498.8892253999948,0,results.15,r3_school2_fpn48_exp200_seed14
8,0.0009842915805643,1.636209011464924,0.3036828352549633,0.6506911352857366,0.3409175200315265,459.0298701298701,1.1868175569292787,1.669103544826309,0.3302492266520858,0.6476126384610931,0.34562083807153,522.859375,0.4589160978794098,0.1417683362960815,0.1993881760019576,0.7944878472222222,0.2951467268623025,0.4304020691276746,0.5034696459770203,0.1826171875,0.2742116695378623,3661,947,8743,0.755098819732666,3.009797517962116,0.1992161985630307,0.3122142390594383,0.25,2180,28,0.0128440366972477,3009,776,0.257892987703556,5721,1996,0.348890054186331,1494,861,0.5763052208835341,41.79947815933192,0.3572549819946289,1024.0,501.8411688999913,0,results.15,r3_school2_fpn48_exp200_seed14
9,0.0009801468428384,1.614561859198979,0.2967647220987778,0.6493827203264484,0.3342072091609626,459.0655844155844,1.1534605143906234,1.6725117973983288,0.3403956144272039,0.6478614124159018,0.3421273849283655,522.859375,0.4668827652931213,0.1430400013923645,0.2015356517338659,0.8473282442748091,0.2505643340857788,0.3867595818815331,0.5082266926765442,0.15576171875,0.2397408207343412,3108,560,9296,0.7609956860542297,2.395819725669497,0.2828216851730895,0.364467668190725,0.25,2180,15,0.0068807339449541,3009,631,0.2097042206713193,5721,1604,0.2803705645866107,1494,858,0.5742971887550201,41.70336184012805,0.3590869903564453,1024.0,505.4777123999811,0,results.15,r3_school2_fpn48_exp200_seed14
10,0.0009755282581475,1.5955562075237175,0.2912589331725975,0.6481562316030651,0.3280705208224909,459.05584415584417,1.1291758821962716,1.659825977558891,0.3257053329919775,0.6502530422682563,0.3419338040985167,522.859375,0.480665385723114,0.1512537896633148,0.209118080427288,0.844097995545657,0.2749919380844888,0.414837336576467,0.5220175981521606,0.171630859375,0.2617001687893202,3411,630,8993,0.7592169642448425,2.639451338994121,0.2351404310907903,0.3115610711952972,0.25,2180,24,0.0110091743119266,3009,667,0.2216683283482884,5721,1833,0.3203985317252228,1494,887,0.5937081659973227,41.591953227695925,0.3578901290893554,1024.0,510.4999001999968,0,results.15,r3_school2_fpn48_exp200_seed14
11,0.0009704403844771,1.5799114053899592,0.285945121740753,0.6474917260083285,0.323237278360825,459.08051948051946,1.1195175843966472,1.6393799148499966,0.3201942580441634,0.6471803188323975,0.3360026711598038,522.859375,0.4772543609142303,0.1600089371204376,0.2135559757472947,0.8070250588991219,0.3037729764592067,0.4413986997012827,0.5156887173652649,0.17919921875,0.2832018038331454,3768,901,8636,0.7615671753883362,3.049640757674722,0.1828870019595035,0.2691051600261267,0.25,2180,9,0.0041284403669724,3009,625,0.2077102027251578,5721,2216,0.3873448697780108,1494,918,0.6144578313253012,41.42037502238879,0.3578658103942871,1024.0,514.0076693000156,0,results.15,r3_school2_fpn48_exp200_seed14
12,0.0009648882429441,1.5646865411238238,0.2813533104278825,0.646629895908492,0.3183516671518226,459.0688311688312,1.086690784545688,1.648799045632283,0.3351962728581081,0.6467517809942365,0.3334254951526721,522.859375,0.4825126826763153,0.1628509759902954,0.2151229157345369,0.8295849756549966,0.2884553369880683,0.4280672369444278,0.5254374742507935,0.156982421875,0.272319050156024,3578,735,8826,0.7646369338035583,2.8171129980404963,0.193990855649902,0.278902677988243,0.25,2180,12,0.0055045871559633,3009,613,0.2037221668328348,5721,1963,0.3431218318475791,1494,990,0.6626506024096386,41.08002362598033,0.3574447631835937,1024.0,512.834336800006,0,results.15,r3_school2_fpn48_exp200_seed14
13,0.0009588773128419,1.5541330757853271,0.2790372901342132,0.6458344653442308,0.3146306603759914,459.0506493506493,1.0878694495597443,1.6312278546392918,0.3277119072154164,0.645509171920518,0.3290033920202404,522.859375,0.4812601208686828,0.1742118746042251,0.2210106092592468,0.8322344322344323,0.2747500806191551,0.4131159464209952,0.518528938293457,0.1688232421875,0.2603315254755175,3408,687,8996,0.7761194705963135,2.67472240365774,0.2109732201175702,0.3017635532331809,0.25,2180,8,0.0036697247706422,3009,542,0.1801262878032569,5721,1888,0.3300122356231428,1494,970,0.6492637215528781,40.86477519916963,0.3572216033935547,2048.0,506.33680590000586,0,results.15,r3_school2_fpn48_exp200_seed14
14,0.000952413526233,1.541392367846006,0.2746612217906233,0.6451231810179624,0.3108039824896819,459.0915584415585,1.0715993976051157,1.6478774410982926,0.3304721942792336,0.6490730168297887,0.3341661132872104,522.859375,0.4702920317649841,0.1590464115142822,0.2124612103099935,0.8305257784583971,0.2623347307320219,0.3987256463668667,0.5119420886039734,0.1673583984375,0.249005203550658,3254,664,9150,0.7749950885772705,2.5591116917047683,0.1907250163291966,0.2860875244937949,0.25,2180,8,0.0036697247706422,3009,500,0.1661681621801262,5721,1764,0.3083377031987415,1494,982,0.6572958500669344,41.0288868086364,0.3578634262084961,2048.0,512.780884399981,0,results.15,r3_school2_fpn48_exp200_seed14
15,0.0009455032620941,1.5309621112687246,0.2719958818965144,0.6445515304029762,0.30720734960073,459.04675324675327,1.0554076612769785,1.6476185098290443,0.3452651229066153,0.6460373991479477,0.3281579930335283,522.859375,0.4632527530193329,0.1601057648658752,0.2108201146154897,0.8077523413111343,0.250322476620445,0.3822008862629247,0.5139352679252625,0.1495361328125,0.2362474320931294,3105,739,9299,0.7745147347450256,2.510777269758328,0.1946440235140431,0.3082952318745918,0.25,2180,3,0.0013761467889908,3009,413,0.1372549019607843,5721,1645,0.2875371438559692,1494,1044,0.6987951807228916,41.40599999950349,0.3568062782287597,2048.0,501.974987900001,0,results.15,r3_school2_fpn48_exp200_seed14
16,0.0009381533400219,1.5227566581267815,0.2701201578432863,0.6440068576243017,0.3043148217263159,459.02467532467534,1.0646877555104046,1.643920937553048,0.3461847455085565,0.6448554138963422,0.3264403892681002,522.859375,0.4745735228061676,0.1666729748249054,0.2155053801485337,0.8280627159181504,0.2512092873266688,0.3854765881115853,0.5208786129951477,0.143310546875,0.2387556509079764,3116,647,9288,0.7765814661979675,2.4578706727629003,0.2436316133246244,0.3252775963422599,0.25,2180,3,0.0013761467889908,3009,540,0.1794616151545364,5721,1572,0.2747771368641846,1494,1001,0.6700133868808568,41.22505312682089,0.3590869903564453,2048.0,501.9180471000145,0,results.15,r3_school2_fpn48_exp200_seed14
17,0.0009303710135019,1.511096691930449,0.265491758654644,0.6434357453863342,0.3010845938770028,458.9103896103896,1.0397609884475734,1.6515142973512411,0.3483179265943666,0.6464296492437521,0.3283833613774429,522.859375,0.4822240769863128,0.1636380553245544,0.217229711334221,0.8520392974099434,0.2307320219284102,0.3631288460318467,0.5281468629837036,0.1322021484375,0.2218432679637237,2862,497,9542,0.7785378098487854,2.193990855649902,0.240365774003919,0.318092749836708,0.25,2180,3,0.0013761467889908,3009,398,0.1322698570953805,5721,1473,0.2574724698479287,1494,988,0.6613119143239625,41.66867859280968,0.357245922088623,2048.0,504.89227989999927,0,results.15,r3_school2_fpn48_exp200_seed14
18,0.000922163962751,1.5019321649105517,0.2624569587361116,0.6430047957154064,0.2982352062672763,459.0266233766234,1.0297012987074914,1.6451396712412436,0.349630371434614,0.6467998720084628,0.3243547132393966,522.859375,0.4629234373569488,0.1667426228523254,0.2128841043915599,0.8159977388355003,0.2327475008061915,0.3621879312507841,0.5114278197288513,0.1387939453125,0.2211413251627728,2887,651,9517,0.7803905010223389,2.310907903331156,0.1874591770084911,0.2828216851730895,0.25,2180,1,0.0004587155963302,3009,309,0.102691924227318,5721,1560,0.2726796014682748,1494,1017,0.6807228915662651,41.78440214060314,0.357675552368164,2048.0,499.83900219999487,0,results.15,r3_school2_fpn48_exp200_seed14
19,0.0009135402871372,1.4930062588933226,0.2608025674792853,0.6423338741451114,0.294934907913595,459.0883116883117,1.024508692653148,1.660532275835673,0.3685404406860471,0.6446470813825727,0.3236723790566126,522.859375,0.4343953132629394,0.1588941514492035,0.2015089475316926,0.789175582127124,0.2021928410190261,0.3219098960338852,0.4907795190811157,0.12451171875,0.1918311151904543,2508,670,9896,0.7870473861694336,2.075767472240366,0.2044415414761593,0.3037230568256042,0.25,2180,0,0.0,3009,166,0.0551678298438019,5721,1324,0.2314280720153819,1494,1018,0.6813922356091031,41.54804385999491,0.3572578430175781,2048.0,505.65557460000855,0,results.15,r3_school2_fpn48_exp200_seed14
20,0.0009045084971874,1.4855209438831776,0.2586087530599786,0.6418202454780604,0.2925459726967594,458.91103896103897,1.0118351294816317,1.633316446095705,0.3435766495143373,0.6446054074913263,0.3225671956315636,522.859375,0.4989153146743774,0.1799685359001159,0.2309286308533046,0.8544267877412032,0.2427442760399871,0.3780763435459568,0.5429621338844299,0.1397705078125,0.2331036618409847,3011,513,9393,0.7865761518478394,2.301763553233181,0.2468974526453298,0.3363814500326584,0.25,2180,4,0.0018348623853211,3009,556,0.1847789963443004,5721,1461,0.2553749344520188,1494,990,0.6626506024096386,41.60154028308822,0.3568053245544433,2048.0,508.73556599998847,0,results.15,r3_school2_fpn48_exp200_seed14
21,0.0008950775061878,1.47704009367274,0.2554779564453797,0.6414214062226283,0.2900703653306156,459.0506493506493,1.0126133043270606,1.6309819873422384,0.3410886393394321,0.6449689542253813,0.3224621955305338,522.859375,0.4716516733169555,0.16907799243927,0.2165978208824526,0.8173913043478261,0.2273460174137375,0.3557461839283461,0.5220449566841125,0.134521484375,0.2163572195795611,2820,630,9584,0.7845975160598755,2.2534291312867407,0.2148922273024167,0.3063357282821685,0.25,2180,1,0.0004587155963302,3009,357,0.1186440677966101,5721,1393,0.2434889005418633,1494,1069,0.715528781793842,41.03490470588489,0.3578982353210449,2048.0,508.0415162999998,0,results.15,r3_school2_fpn48_exp200_seed14
22,0.0008852566213878,1.470261003057678,0.2537834846499291,0.6408733693036166,0.2878020749463663,459.0538961038961,1.0002932927825234,1.6608508247882128,0.3701266664235542,0.6456150331844887,0.3225545616975675,522.859375,0.4572807252407074,0.1587680578231811,0.2085796337109059,0.8355403673643742,0.1576910673976136,0.2653102746693794,0.5130574703216553,0.1146240234375,0.1529439361951677,1956,385,10448,0.7920602560043335,1.5290659699542783,0.3069888961463096,0.3886348791639451,0.25,2180,0,0.0,3009,199,0.0661349285476902,5721,797,0.1393113092116762,1494,960,0.642570281124498,41.46583446462191,0.3574409484863281,2048.0,503.35377529999823,0,results.15,r3_school2_fpn48_exp200_seed14
23,0.0008750555348152,1.4666322115953867,0.2534950517408259,0.6404515478905145,0.286342805972347,458.9025974025974,1.0046207892430292,1.6256742564340432,0.3404756658710539,0.6446523309374849,0.3202731280277173,522.859375,0.4704848229885101,0.17230024933815,0.2181234977208078,0.827638342908981,0.2206546275395033,0.3484183056457259,0.5185980796813965,0.1402587890625,0.2109603823030676,2737,570,9667,0.7861419320106506,2.1600261267145657,0.2155453951665578,0.3115610711952972,0.25,2180,0,0.0,3009,344,0.1143236955799268,5721,1361,0.2378954728194371,1494,1032,0.6907630522088354,41.56110567720223,0.357029914855957,2048.0,503.3144372999959,0,results.15,r3_school2_fpn48_exp200_seed14
24,0.0008644843137107,1.4574930931840624,0.2500312436855845,0.6400136603937521,0.2837240945015635,459.0136363636364,0.9921485067962053,1.6487056501209736,0.3613150059245527,0.6451454345757762,0.3211226031805078,522.859375,0.4549870193004608,0.1611474305391311,0.207698148174677,0.8150459921156373,0.2000161238310222,0.321206628689798,0.5072978138923645,0.1279296875,0.1913318423690907,2481,563,9923,0.7889968156814575,1.9882429784454605,0.2168517308948399,0.3174395819725669,0.25,2180,0,0.0,3009,215,0.0714523097374543,5721,1230,0.2149973780807551,1494,1036,0.6934404283801874,41.865111255040205,0.3581233024597168,2048.0,499.7544455000025,0,results.15,r3_school2_fpn48_exp200_seed14
25,0.0008535533905932,1.4548042194409805,0.249539210826352,0.6399608190183516,0.2826520948924801,459.1266233766234,0.9983787732271404,1.6271982124696176,0.3406905970380952,0.6463527654608091,0.3200774251017719,522.859375,0.46049565076828,0.164798155426979,0.2110195249435492,0.8143371325734853,0.2188810061270558,0.3450247807853602,0.5080292820930481,0.14111328125,0.2084773093757198,2715,619,9689,0.7838911414146423,2.177661659046375,0.2122795558458524,0.3089483997387328,0.25,2180,0,0.0,3009,313,0.104021269524759,5721,1350,0.2359727320398531,1494,1052,0.7041499330655957,41.47309132703725,0.3590869903564453,2048.0,503.9964703000151,0,results.15,r3_school2_fpn48_exp200_seed14
26,0.0008422735529643,1.4475884566833446,0.2466289091468244,0.6395743686657447,0.2806925895055393,459.1357142857143,0.9811741875363634,1.6439204898973303,0.3574997959658503,0.6466823598990837,0.3198691660072654,522.859375,0.4803086817264557,0.1775401681661605,0.2215317297552246,0.8392193308550185,0.2183972911963882,0.346596724667349,0.5227077007293701,0.132080078125,0.2096262477752843,2709,519,9695,0.7879148721694946,2.10842586544742,0.225342913128674,0.3076420640104507,0.25,2180,2,0.0009174311926605,3009,330,0.1096709870388833,5721,1324,0.2314280720153819,1494,1053,0.7048192771084337,41.8398991687942,0.3579506874084472,4096.0,508.2160945999785,0,results.15,r3_school2_fpn48_exp200_seed14
27,0.0008306559326618,1.4428008051661705,0.2462906612542929,0.6392262508729836,0.278641946052576,458.9032467532468,0.9866389586166902,1.632208889350295,0.3520689421954254,0.6442679576575756,0.317935994748647,522.859375,0.4668520987033844,0.1724537163972854,0.2154964700705022,0.8287051482059282,0.2141244759754917,0.3403164840796976,0.512800395488739,0.131103515625,0.2050490233922643,2656,549,9748,0.7861703038215637,2.093403004572175,0.2103200522534291,0.2932723709993468,0.25,2180,0,0.0,3009,303,0.1006979062811565,5721,1310,0.2289809473868204,1494,1043,0.6981258366800536,41.90047659109106,0.3590869903564453,4096.0,497.2146414000017,0,results.15,r3_school2_fpn48_exp200_seed14
28,0.0008187119948743,1.4329135452772117,0.2427228526442082,0.6388143100134738,0.2756881919967663,459.087012987013,0.9703045961144684,1.6378615045299132,0.350610146842276,0.6460902585337559,0.3205805485292027,522.859375,0.480516254901886,0.1770950704813003,0.2209022304508835,0.8207419442187923,0.2443566591422122,0.376591911536311,0.5252570509910583,0.137939453125,0.231976121230675,3031,662,9373,0.7835811972618103,2.4121489222730244,0.1907250163291966,0.2802090137165251,0.25,2180,0,0.0,3009,441,0.1465603190428714,5721,1500,0.2621919244887257,1494,1090,0.7295850066934404,41.72465004402186,0.3580679893493652,4096.0,505.34164929998224,0,results.15,r3_school2_fpn48_exp200_seed14
29,0.0008064535268264,1.4299705513886043,0.2415487403219396,0.6386101874825242,0.274905810659969,459.0993506493506,0.9814549243101826,1.6457984913140535,0.3606372544697175,0.6442754178618392,0.3204429062704245,522.859375,0.4651049673557281,0.16974738240242,0.2139762930804863,0.817372730509078,0.1851015801354401,0.3018471044501413,0.5191813111305237,0.1260986328125,0.1777502516064101,2296,513,10108,0.7947298288345337,1.8347485303723057,0.2488569562377531,0.3389941214892227,0.25,2180,0,0.0,3009,227,0.0754403456297773,5721,1062,0.1856318825380178,1494,1007,0.6740294511378849,41.58695615433796,0.3576631546020508,4096.0,505.9123575999984,0,results.15,r3_school2_fpn48_exp200_seed14
30,0.0007938926261462,1.424477072660025,0.2400928206258006,0.6383000353327045,0.2730421091538745,459.06233766233765,0.9652489791636344,1.6354389575620492,0.3571330493626495,0.643264272560676,0.3175208206133296,522.859375,0.4602207541465759,0.1748801916837692,0.215555361751467,0.7659027128157156,0.2640277329893583,0.3926858513189448,0.5149785280227661,0.14453125,0.2443118239462887,3275,1001,9129,0.7830485105514526,2.7929457870672763,0.1338994121489223,0.2338340953625081,0.25,2180,3,0.0013761467889908,3009,361,0.1199734130940511,5721,1761,0.307813319349764,1494,1150,0.7697456492637216,41.581562806592274,0.3590869903564453,4096.0,507.5885317999928,0,results.15,r3_school2_fpn48_exp200_seed14
31,0.000781041688926,1.4208080637764622,0.2389868681258582,0.6381171527233991,0.2718520207838578,459.0922077922078,0.9711104944154814,1.6577672561009724,0.3729668317052225,0.645353402942419,0.3197235101833939,522.859375,0.4543465375900268,0.1694715768098831,0.2102773834601976,0.8229901269393513,0.1881651080296678,0.3062992125984252,0.5078383684158325,0.11834716796875,0.1808461180846118,2334,502,10070,0.7927575707435608,1.852384062704115,0.2390594382756368,0.3193990855649902,0.25,2180,0,0.0,3009,208,0.0691259554669325,5721,1110,0.194022024121657,1494,1016,0.6800535475234271,41.0316390333288,0.3574318885803222,4096.0,508.1347841999959,0,results.15,r3_school2_fpn48_exp200_seed14
1,0.0009997532801828,2.3611485307866875,0.4987959719129971,0.7899692243569857,0.5361916666681116,458.9759740259741,3.859764207338358,2.0730039502183595,0.4741697404533624,0.6744902279848853,0.4621719842155774,522.859375,0.120438814163208,0.0045748548582196,0.0304413380617461,0.4039927404718693,0.0897291196388261,0.1468434593310904,0.2087699919939041,0.1966552734375,0.0792396411789833,1113,1642,11291,0.6493017673492432,1.7994774657086872,0.5107772697583279,0.7629000653167864,0.25,2180,0,0.0,3009,269,0.0893984712529079,5721,737,0.1288236322321272,1494,107,0.071619812583668,41.84566807465202,0.3872556686401367,1024.0,507.1762981000065,0,results.16,r3_school3_fpn48_exp250_seed11
2,0.0009990133642141,1.946314217363085,0.3985479207298198,0.6699602004382518,0.4389030474927518,459.12142857142857,1.5856810329796431,1.9102769115318852,0.4042155237402767,0.6635393975302577,0.4212609957903623,522.859375,0.232896476984024,0.0302139595150947,0.0752623962471261,0.5670580964153276,0.1479361496291519,0.2346547314578005,0.3191001117229461,0.19384765625,0.1329228540383918,1835,1401,10569,0.6971689462661743,2.1136512083605488,0.4800783801436969,0.6583932070542129,0.25,2180,16,0.0073394495412844,3009,432,0.1435692921236291,5721,1245,0.2176192973256423,1494,142,0.0950468540829986,41.16989933582799,0.3921146392822265,1024.0,509.8293981000024,0,results.16,r3_school3_fpn48_exp250_seed11
3,0.0009977809823015,1.834932590305031,0.36442158383789,0.6629559043552968,0.4037775522509179,459.1077922077922,1.4326565812160443,1.8229689734677477,0.3736504022187243,0.6589959161356091,0.3951613283716142,522.859375,0.308590829372406,0.0522259958088398,0.1078310188204341,0.6964463633344404,0.1690583682683005,0.2720726565034057,0.3824843764305115,0.189208984375,0.1574560744856585,2097,914,10307,0.717172384262085,1.9666884389288048,0.4552580013063357,0.6009144350097975,0.25,2180,15,0.0068807339449541,3009,455,0.1512130275839149,5721,1391,0.2431393113092116,1494,236,0.1579651941097724,41.291943729452505,0.3882622718811035,1024.0,505.8765439999988,0,results.16,r3_school3_fpn48_exp250_seed11
4,0.0009960573506572,1.7650183066919252,0.3422663071422608,0.6587834323381448,0.3819842842685712,459.0396103896104,1.343721595870984,1.7668420976648729,0.3607257302695264,0.6535162391761938,0.376300061121583,522.859375,0.3643138110637665,0.0669071301817894,0.1328793291188049,0.6139802631578948,0.3009513060303128,0.4039169011036571,0.4317538440227508,0.215087890625,0.2530675886380584,3733,2347,8671,0.7099075317382812,3.971260613977792,0.1972566949706074,0.3729588504245591,0.25,2180,37,0.0169724770642201,3009,834,0.2771684945164506,5721,2350,0.4107673483656703,1494,512,0.3427041499330656,41.2474863390328,0.3878836631774902,1024.0,502.5790266000113,0,results.16,r3_school3_fpn48_exp250_seed11
5,0.0009938441702975,1.713605649130685,0.3270521224512682,0.6556971958318314,0.365428165104482,459.0123376623376,1.292424007553559,1.7459698586414258,0.3602929496361564,0.652295395731926,0.366690755278493,522.859375,0.3872806429862976,0.0855491757392883,0.1477072558518557,0.7811740187565127,0.1813124798452112,0.2943139435974612,0.4546366333961487,0.1656494140625,0.1725487187356145,2249,630,10155,0.7400531768798828,1.8804702808621816,0.4624428478118876,0.5636838667537557,0.25,2180,25,0.0114678899082568,3009,370,0.1229644400132934,5721,1636,0.2859639923090369,1494,218,0.1459170013386881,41.44829052703329,0.3921146392822265,1024.0,505.9066517000029,0,results.16,r3_school3_fpn48_exp250_seed11
6,0.0009911436253643,1.6718783913494704,0.3142690740719244,0.6531206807532868,0.3522443185862782,459.087012987013,1.232540698601054,1.7098658507068951,0.3451488697901368,0.6498851884777347,0.3574158966075629,522.859375,0.4128905236721039,0.0958050861954689,0.1616801169300742,0.6153951701427003,0.3615769106739761,0.4555149299207799,0.4700503051280975,0.22900390625,0.2949299664628131,4485,2803,7919,0.723295271396637,4.760287393860222,0.0973220117570215,0.2357935989549314,0.25,2180,37,0.0169724770642201,3009,723,0.2402791625124626,5721,2891,0.5053312357979374,1494,834,0.5582329317269076,41.372760148328496,0.387948989868164,1024.0,503.7394632999931,0,results.16,r3_school3_fpn48_exp250_seed11
7,0.0009879583809693,1.6428551207115123,0.3057877294525697,0.6512682665091056,0.3428995614992334,459.038961038961,1.209219309997249,1.668890858689944,0.3218798277278741,0.6483941047141949,0.3493084641328702,522.859375,0.4527792334556579,0.1235269755125045,0.185344658626127,0.7326495726495726,0.3455336988068365,0.4695957050509478,0.5064290761947632,0.2064208984375,0.30684421534937,4286,1564,8118,0.7370136380195618,3.821032005225343,0.1286740692357936,0.2397126061397779,0.25,2180,61,0.0279816513761467,3009,869,0.2888002658690595,5721,2518,0.4401328439084076,1494,838,0.5609103078982597,41.008021757120105,0.388094425201416,1024.0,510.5417674000055,0,results.16,r3_school3_fpn48_exp250_seed11
8,0.0009842915805643,1.618597335397423,0.2988730932017425,0.6497092209466092,0.3350075101020274,459.0506493506493,1.1777894022015782,1.6623664169261854,0.3292929905777176,0.647325505502522,0.3428739573185642,522.859375,0.4478662312030792,0.1189073324203491,0.1838173250664113,0.6686356432790664,0.3741534988713318,0.4798139054019126,0.4989746212959289,0.2158203125,0.3156284004352557,4641,2300,7763,0.7335565090179443,4.533638145003266,0.0738079686479425,0.2057478772044415,0.25,2180,88,0.0403669724770642,3009,864,0.2871385842472582,5721,2762,0.482782730291907,1494,927,0.6204819277108434,41.16322075873104,0.3921146392822265,1024.0,505.7286884000059,0,results.16,r3_school3_fpn48_exp250_seed11
9,0.0009801468428384,1.5959876625568836,0.2911868628840168,0.6485800713687748,0.3281103633344173,459.0831168831169,1.1483942226156012,1.6410159673541784,0.3254337251807253,0.6465798125912746,0.3345012166537344,522.859375,0.4707935750484466,0.1460835933685302,0.2045017894022748,0.701334098407689,0.3941470493389229,0.5046709677419354,0.5249160528182983,0.2225341796875,0.3374982741957752,4889,2082,7515,0.7467974424362183,4.553233180927498,0.0764206401045068,0.1874591770084911,0.25,2180,72,0.0330275229357798,3009,901,0.2994350282485876,5721,2897,0.5063800034958923,1494,1019,0.6820615796519411,41.03792264007854,0.3883814811706543,1024.0,509.5197129000008,0,results.16,r3_school3_fpn48_exp250_seed11
10,0.0009755282581475,1.5788928224668874,0.2861166254072994,0.6475102952548436,0.3226329512410349,458.9902597402597,1.1263261594168552,1.6341295043627422,0.3164430571099122,0.6457932672152916,0.3359465861382584,522.859375,0.4771811664104461,0.1413076668977737,0.2032136242545675,0.7631061012703525,0.3438406965495001,0.474073250708609,0.5211807489395142,0.1956787109375,0.3106789044289044,4265,1324,8139,0.7489322423934937,3.65055519268452,0.186152841280209,0.2730241672109732,0.25,2180,44,0.0201834862385321,3009,771,0.2562313060817547,5721,2649,0.4630309386470896,1494,801,0.536144578313253,39.281625688486514,0.3921146392822265,1024.0,526.8509372999833,0,results.16,r3_school3_fpn48_exp250_seed11
11,0.0009704403844771,1.5614845498041674,0.2818209719638546,0.6463018598107548,0.316680858526137,459.0694805194805,1.1161207559820894,1.6360601466149092,0.31704631067502,0.6458779812480012,0.336567928083241,522.859375,0.490859180688858,0.1507796049118042,0.2105086206836858,0.8194444444444444,0.3186875201547888,0.4589041095890411,0.5381834506988525,0.18212890625,0.2977777777777777,3953,871,8451,0.7567187547683716,3.15088177661659,0.1587197909862834,0.2508164598301763,0.25,2180,54,0.0247706422018348,3009,760,0.2525756065137919,5721,2273,0.3973081629085824,1494,866,0.5796519410977242,40.89224075024721,0.3883452415466308,1024.0,501.4662115999963,0,results.16,r3_school3_fpn48_exp250_seed11
12,0.0009648882429441,1.5489550835126409,0.2776870939154903,0.6455381712356171,0.3128649093210697,459.0103896103896,1.0985708797519858,1.627267358203729,0.3161229405862589,0.6463480290646354,0.3323981966047237,522.859375,0.4857257306575775,0.1501774489879608,0.2103244327212451,0.721718448045191,0.3914059980651402,0.5075531859285974,0.5279037356376648,0.21533203125,0.3400812552535724,4855,1872,7549,0.7483146786689758,4.393860222077074,0.1234487263226649,0.2142390594382756,0.25,2180,61,0.0279816513761467,3009,874,0.2904619474908607,5721,2997,0.523859465128474,1494,923,0.6178045515394913,40.63077495534372,0.3881196975708008,1024.0,512.7322856999817,0,results.16,r3_school3_fpn48_exp250_seed11
13,0.0009588773128419,1.5335218109093702,0.2734628872437911,0.6444757336145872,0.3077915948900309,459.0974025974026,1.0773554200475866,1.6269831800212462,0.316314270797496,0.6449237611765662,0.3328725772444159,522.859375,0.481694221496582,0.129226729273796,0.1995629480152274,0.8058925476603119,0.2999032570138665,0.4371327849588719,0.5271733403205872,0.1904296875,0.2796992481203007,3720,896,8684,0.7500397562980652,3.015022860875245,0.1763553233180927,0.2573481384715872,0.25,2180,52,0.0238532110091743,3009,513,0.1704885343968095,5721,2292,0.4006292606187729,1494,863,0.5776439089692101,40.727067582706944,0.3921146392822265,2048.0,518.574335399986,0,results.16,r3_school3_fpn48_exp250_seed11
